Sample	pH	Temperature	Salinity	Turbidity	DO	TP	SiO3	NH3	NO2	NO3	Allphyto	EukPhyto	Cyano	HP	Network_complexity	ProkRich	ProtistRich	BenRich	FishRich	Mixotroph	Decomposer	Hard.Coral	Primary.producer	The.primary.consumers.Herbivorous.fish.detritivore	The.secondary.consumer.groups..predator	The.tertiary.consumer	Unknown	Consumer	PC_sum_Phy_noTem	PC_sum_Nutrient	Both	EukPhyto_Normed	Cyano_Normed	HP_Normed	Both_Normed	PC_sum_Nutrient_Normed	PC_sum_Phy_noTem_Normed	Consumer_Normed	The.tertiary.consumer_Normed	The.secondary.consumer.groups..predator_Normed	The.primary.consumers.Herbivorous.fish.detritivore_Normed	Primary.producer_Normed	Hard.Coral_Normed	Decomposer_Normed	Mixotroph_Normed	FishRich_Normed	BenRich_Normed	ProtistRich_Normed	ProkRich_Normed	Network_complexity_Normed	Allphyto_Normed	pH_Normed	Tem_Normed	Salinity_Normed	Turbidity_Normed	DO_Normed	TP_Normed	SiO3_Normed	NO3_Normed
HKBea3May	8.155	24.049	33.812	3.21	7.294	0.037	0.079	0	0.028	0.049	82639.55348	11874.84172	70496.90103	705823.5398	0.219636006	201	261	215	36	1456.477033	6153.711858	4152	10141.10127	16094.31391	3756	0	21936.82226	19850.31391	-0.09714294	-0.06652532	5608.477033	108.97174734765	0.567913863366517	-0.652593012339078	-1.47509532970887	-0.435015189800388	1.55808795002079	-3.43238399172292	0	-2.07572140366429	126.863367092317	0.0938432875965484	-1.40885345614249	-0.212424721425842	-0.0938432875965484	-0.32798131395888	-0.775203559987202	2.41664050733828	-0.103404192826148	-0.712090149648633	0.460914688455103	2.85569606225873	-0.224420775345142	1.31975782205637	0.0938432875965484	-0.47398021127459	0.192353840616713	0.281069386451104	0.221359436211787
HKBea3Nov	8.37	24.448	33.025	2.42	6.828	0	0.083	0.001	0.013	0.072	40609.61538	7707.692308	32884.61538	754327.7688	0.260372394	252	261	221	31	8746.937492	7140.621426	17284	6891.453207	13120.34339	34944	0	126.9111253	48064.34339	-0.47400595	-0.047764899	26030.93749	87.7934639252832	0.0468700199601139	-0.460914688455103	0.773456376391502	-0.164726982029665	1.43205273995059	0.0519690558802978	0	0.480888605714027	114.544067458773	-0.435015189800388	0.164726982029665	0.0468700199601139	1.1006981828734	-0.617058748832029	-0.663716831959755	2.41664050733828	1.07217222436612	-0.412903916525984	-0.164726982029665	2.89309522829789	0.212424721425842	-0.0703372513250739	-0.0938432875965484	-1.1006981828734	0	0.288097205817759	0.268328157299975
HKSta1Aug	8.45	28.42966667	31.01533333	3.623333333	8.351333333	0.006	0.102	0.037	0.009	0	19054.28571	11351.74603	7660.31746	1355349.851	0.339887879	241	248	309	61	1783.561736	9448.065795	22865	8330.272918	38193.34101	8745	9	2378.04329	46947.34101	0.211279448	-0.092663649	24648.56174	106.544572973005	-0.30941041897286	0.540597492288002	0.595660772184788	-1.19102222561148	1.65410412247839	-0.0859775869305777	2.89344398588587	-1.69068907935445	195.431166936085	-0.188522231522946	0.9427781453451	0.409404291693752	0.0938432875965484	1.11740586040686	1.30799022550668	2.39445168082622	0.818616526540334	0.0959739984541655	-0.681860597176365	2.90688837074973	1.72730919035482	-1.29227570553001	0.358958455915338	0.409404291693752	0.0774596669241483	0.319374388453426	0
HKSta1Feb	7.98	18.144	33.336	0.647727	8.307	0.039	0.101	0	0	0	6786.247544	5502.907662	1263.182711	744582.6601	0.263906003	198	178	237	39	614.9555475	8675.053829	24952	4050.710513	19466.85979	33460	364	137.4731144	53290.85979	-2.187705143	-0.093186724	25566.95555	74.1815857339272	-1.01856144722563	-0.51367871534788	0.711724304934519	-1.29227570553001	0.580582342997098	0.697429087018261	6.59030293504076	0.354124311204512	139.523688992228	-0.838287670373488	1.29227570553001	0.212424721425842	-1.40885345614249	-0.154534853034991	-0.352045707497201	2.25042000230889	-0.172555746778634	-0.388277509064758	-1.19102222561148	2.82488937836511	-1.63141046440307	0.435015189800388	-1.47509532970887	0.384059187903602	0.197484176581315	0.317804971641414	0
HKSta1May	7.994	23.844	33.76733333	1.216666667	7.120333333	0.034	0.081	0	0.026	0.029	77047.61585	20947.21289	55928.13969	779658.7734	0.277946777	186	227	272	55	1289.762108	6254.037047	15890	31852.82035	15174.74014	30118	888	7317.370248	46180.74014	-1.505347205	-0.080389283	17179.76211	144.731520029329	0.260610977462312	-0.358958455915338	-0.30941041897286	-0.805448787936385	1.00967014167994	-0.180650631756494	7.48211924059198	0.0698801395033649	123.18579520383	1.24005981471525	-0.0703372513250739	-0.164726982029665	-0.358958455915338	0.770512938559084	0.402408689713274	2.35602585719312	-0.449161962588578	-0.292391772017137	0.334081901167024	2.82736626562602	-0.435015189800388	0.979966199017402	-0.906850271567411	-0.711724304934519	0.184390889145858	0.284604989415154	0.170293863659264
HKSta1Nov	8.2	24.32325	33.0095	4.195	6.97	0	0.09	0.001	0.008	0.026	76443.29019	17437.80654	58900.64714	896453.7039	0.297610998	165	221	278	33	7635.11727	5321.649145	20667	9101.160899	7533.433747	40180	0	210.5217391	47713.43375	0.788829546	-0.078642676	28302.11727	132.052287144146	0.30941041897286	-0.30941041897286	1.01856144722563	-0.711724304934519	1.82033253720302	0.00863270527379914	0	0.930604829632636	86.795355561228	-0.0468700199601139	0.742236718422377	-0.435015189800388	1.01856144722563	-0.501427774882769	0.541731824653705	2.34439227368511	-0.933222840255981	-0.163188870415798	0.30941041897286	2.86356421265527	0.141024652243503	-0.117401297314119	0.623874085525354	-0.9427781453451	0	0.3	0.161245154965971
HKSta2Aug	8.53	27.238	31.443	5.51	8.144	0.016	0.11	0.043	0	0	26356.30435	16096.30435	10173.26087	1959316.63	0.30960299	213	267	299	56	4177.37801	9405.720795	23164	13709.40669	33802.55858	14921	3	692.9114823	48726.55858	1.602272876	-0.089262038	27341.37801	126.87121166758	-0.0703372513250739	1.29227570553001	0.979966199017402	-1.05873688166707	2.03151516755352	0.133750763703396	1.81844645923207	-1.19537113982881	183.854721397086	0.358958455915338	0.979966199017402	0.358958455915338	0.540597492288002	0.828328425533713	1.05232043368469	2.42651126136458	0.173202022983797	-0.087176428490782	-0.358958455915338	2.92061637330205	1.14469276727469	-1.14469276727469	1.19102222561148	0.30941041897286	0.126491106406735	0.33166247903554	0
HKSta2Feb	8.16	18.118	33.35733333	1.97	8.670333333	0.039	0.105	0	0	0	5098.909091	3951.371901	1113.619835	910448.7037	0.288811639	212	162	227	46	137.7702168	10096.88676	13673	889.4477453	34040.65896	28714	0	1985.170045	62754.65896	-1.317498403	-0.091471631	13810.77022	62.8599387607083	-1.1006981828734	-0.284925871484392	-0.742236718422377	-1.14469276727469	1.0987641225486	1.86618158666633	0	-0.0489918316749154	184.501108289354	-1.84237332595925	-0.48712715423098	0.9427781453451	-2.59913891643794	0.250173555787416	-0.549288552515208	2.20951501454263	0.150151504999635	-0.220289619531638	-1.40885345614249	2.85657137141714	-1.72730919035482	0.48712715423098	-0.358958455915338	0.742236718422377	0.197484176581315	0.324037034920393	0
HKSta2May	8.14	23.85	33.7725	1.88	7.048	0.031	0.121	0.059	0.04	0.058	75156.21381	20009.66592	54552.42762	763077.4042	0.269769328	205	214	219	53	1133.88417	4909.168544	14873	37282.36931	46201.06997	8171	58	1405.808584	54430.06997	-1.001791902	-0.041871157	16006.88417	141.455526297137	0.236449212975649	-0.435015189800388	-0.51367871534788	-0.0938432875965484	1.23409444452197	0.83811833047983	4.7536644991135	-1.73585242474018	214.944341563113	1.4088534561425	-0.30941041897286	-0.567913863366517	-0.567913863366517	0.654881964609824	-0.701206057252984	2.33041377334919	-0.0112021208894996	-0.347857800172708	0.284925871484392	2.85306852353742	-0.409404291693752	1.01856144722563	-0.51367871534788	-0.872056473119411	0.17606816861659	0.347850542618522	0.240831891575846
HKSta2Nov	8.27	24.238	33.0072	2.98	6.7596	0	0.102	0.012	0.01	0.028	90918.07363	17246.26255	73563.70398	1043767.322	0.235041328	255	244	216	9	4383.771516	4034.356792	21779	8196.362269	12088.26215	38464	0	4.945652174	50552.26215	-0.044744727	-0.072024387	26162.77152	131.325026365884	0.623874085525354	0	0.838287670373488	-0.540597492288002	1.57481309144927	0.359220004198058	0	0.782815401174001	109.946633190835	-0.236449212975649	0.906850271567411	-0.805448787936385	0.623874085525354	-1.88899946227388	-0.756826836871311	2.38738982633873	1.1413237783186	-0.595537145605832	0.595660772184788	2.87576076890968	0.0938432875965484	-0.141024652243503	0.0468700199601139	-1.14469276727469	0	0.319374388453426	0.167332005306815
HKSta3Aug	8.4567	27.72775	31.26675	2.925	8.56775	0.007	0.102	0.037	0.011	0	23503.59712	13694.2446	10126.61871	2055749.657	0.409362343	254	237	210	58	882.0361914	10002.35416	19711	1305.128624	46577.4254	3897	0	213.8382353	50474.4254	-0.381356251	-0.092666506	20593.03619	117.022410674195	-0.0938432875965484	1.54852757862021	0.188522231522946	-1.24005981471525	1.46404397099267	0.34960738515439	0	-2.06513281969581	215.818037707695	-1.54852757862021	0.567913863366517	0.773456376391502	-0.872056473119411	0.943959399482973	-0.86586002822734	2.3747483460101	1.11827326033444	0.473303090069051	-0.51367871534788	2.90804057743354	1.19102222561148	-1.24005981471525	0	0.681860597176365	0.0836660026534076	0.319374388453426	0
HKSta3Feb	8.135	18.0986	33.355	1.868	8.7902	0.021	0.099	0	0.002	0.004	6151.720542	4921.376434	1212.513034	934348.0676	0.236837738	185	199	261	13	629.3554378	10184.86816	15795	2333.131251	17030.49275	43356	0	0.823886369	60386.49275	-1.423154982	-0.091046817	16424.35544	70.1525226488684	-1.05873688166707	-0.248511959708095	-0.409404291693752	-1.1006981828734	1.04958373558283	1.57371974044569	0	1.20510589892163	130.500930073314	-1.05873688166707	-0.0938432875965484	0.979966199017402	-1.19102222561148	-1.65773751437536	0.15456708688643	2.29885307640971	-0.47221248057274	-0.582222657301594	-1.24005981471525	2.85219213939033	-2.1967629113336	0.460914688455103	-0.540597492288002	0.872056473119411	0.144913767461894	0.314642654451045	0.0632455532033676
HKSta3May	8.1567	23.85125	33.77475	1.395	7.142	0.036	0.068	0.031	0	0.053	93667.51017	30653.2761	62743.78671	752514.0194	0.273945242	196	210	196	55	1244.618043	3667.686808	11554	45035.08088	12641.11722	25438	49	14078.53597	38128.11722	-1.38130707	-0.068292952	12798.61804	175.080770217634	0.358958455915338	-0.48712715423098	-0.805448787936385	-0.48712715423098	1.06933340450956	-1.17512684552777	4.58507158569381	-0.325003013851822	112.432723083629	2.59913891643794	-0.681860597176365	-1.1006981828734	-0.409404291693752	0.770512938559084	-1.1088048331712	2.32221929473392	-0.218656782746958	-0.319402840128378	0.711724304934519	2.85599369747204	-0.384059187903602	1.05873688166707	-0.681860597176365	-0.623874085525354	0.189736659610103	0.260768096208106	0.230217288664427
HKSta3Nov	8.3375	24.18833333	33.02133333	4.816666667	6.703333333	0	0.1	0.027	0.005	0.027	104129.7125	19251.15815	84741.97284	1216308.823	0.246142936	223	220	259	34	10739.75845	3702.633489	15306	8388.935028	13144.73965	30267	1	196.2717391	43412.73965	1.311953487	-0.073618438	26045.75845	138.748542875232	1.05873688166707	0.30941041897286	0.805448787936385	-0.595660772184788	1.9587584044491	-0.522490883604799	0.881373587019543	0.0825148811593804	114.650510901609	-0.141024652243503	-0.236449212975649	-0.979966199017402	1.4088534561425	-0.44361228790814	0.11056036517311	2.34242268082221	0.403707202825417	-0.514154477703937	1.1006981828734	2.88747294359618	0	-0.0938432875965484	0.906850271567411	-1.19102222561148	0	0.316227766016838	0.16431676725155
HKSW1Aug	8.03	26.5065	31.8985	1.355	4.7845	0.007	0.195	0.03	0.023	0.224	21553.39046	14691.72876	10639.71684	1403132.22	0.416129334	248	272	283	78	3855.887376	10746.81896	15946	3413.635702	22333.82694	25748	21	3854.156587	48102.82694	-0.606076261	0.112186337	19801.88738	121.209441711444	-0.0234285756137183	0.623874085525354	0.0234285756137183	1.01856144722563	1.38517318014752	0.0567216657412938	3.73823603026154	-0.298970250135846	149.445063284138	-0.906850271567411	-0.0468700199601139	1.98874848016188	0.48712715423098	2.10026913897557	0.660062894396041	2.4345689040342	0.979970152429468	0.507179295887395	-0.567913863366517	2.83372546306095	0.906850271567411	-1.1006981828734	-0.742236718422377	-1.54852757862021	0.0836660026534076	0.441588043316392	0.473286382647969
HKSW1Feb	8.236	18.108	33.269	4.17	9.685	0.02	0.064	0	0	0	3870.964599	3110.100682	749.7564144	934348.0676	0.308715763	174	175	223	39	270.8861588	10091.65146	29150	2181.072181	15613.43612	29842	12	7657.083289	45467.43612	0.035796863	-0.108997042	29420.88616	55.7682766633505	-1.19102222561148	-0.248511959708095	1.14469276727469	-2.59913891643794	1.60018057199805	-0.268741665960469	3.17978543769988	0.0464859115631601	124.953735918539	-1.1006981828734	1.72730919035482	0.906850271567411	-1.98874848016188	-0.154534853034991	-0.625900768288984	2.24303804868629	-0.725768178398523	-0.0927302643248748	-1.84237332595925	2.86984320129167	-1.84237332595925	0.334081901167024	0.595660772184788	1.98874848016188	0.14142135623731	0.25298221281347	0
HKSW1May	8.08	24.1528	33.7516	2	6.9684	0.037	0.103	0	0.052	0.104	104509.6815	30257.19745	73722.42038	1282471.609	0.181336507	183	254	256	8	2437.201163	5441.11782	16304	21792.42724	4584.105681	48545	0	7.095892238	53129.10568	-0.891135141	-0.015727033	18741.20116	173.945961292581	0.652593012339078	0.409404291693752	-0.188522231522946	0.30941041897286	1.27814156453814	0.67745291074963	0	1.65610718137408	67.7060239638985	1.01856144722563	0	-0.409404291693752	0.284925871484392	-1.94681494924851	0.0451596108507842	2.40483371661994	-0.518313516541065	-1.02142046666891	1.14469276727469	2.84253408071038	-0.0703372513250739	0.872056473119411	-0.30941041897286	-0.979966199017402	0.192353840616713	0.320936130717624	0.322490309931942
HKSW1Nov	8.3	24.609	33.0735	4.12	7.294	0	0.093	0.001	0.003	0.104	96018.17874	26425.69397	69551.96344	765496.8636	0.164687334	220	249	137	27	8968.613445	4384.638461	21133	11434.00783	11501.21995	34087	16	4532.806905	45604.21995	0.642956803	-0.019909034	30101.61345	162.559816590694	0.51367871534788	-0.409404291693752	1.29227570553001	0.212424721425842	1.77981397988666	-0.251849248829439	3.46671103788472	0.407643571690465	107.243740842997	0.164726982029665	0.805448787936385	-0.623874085525354	1.14469276727469	-0.848320696730548	-1.95537584214065	2.39619934709574	0.334555648872931	-1.16528768223067	0.773456376391502	2.88097205817759	0.409404291693752	0.0468700199601139	0.540597492288002	-0.47398021127459	0	0.304959013639538	0.322490309931942
HKSW2Aug	8.13	26.2502	32.067	1.274	4.7648	0.007	0.159	0.03	0.024	0.164	21155.18035	13661.62701	7427.935533	1636365.424	0.422864806	292	238	295	68	1521.474851	10666.79561	25609	1680.983747	11757.11594	19485	1091	11684.14642	32333.11594	-0.677175478	0.05256025	27130.47485	116.882962873124	-0.334081901167024	0.872056473119411	0.906850271567411	0.681860597176365	1.35926653824774	-1.89079315562169	7.68799737642739	-0.821012853809604	108.430235358962	-1.40885345614249	1.34827455335266	1.84237332595925	-0.0703372513250739	1.52211426922927	0.952314846698511	2.37657695705651	1.9941929437326	0.540429197581415	-0.595660772184788	2.85131548587665	0.872056473119411	-1.01856144722563	-0.805448787936385	-1.63141046440307	0.0836660026534076	0.398748040747538	0.404969134626332
HKSW2Feb	8.25	18.09133333	33.27466667	4.823333333	9.657	0.002	0.074	0	0	0	4345.823053	3676.771237	650.9693338	1254485.181	0.281254275	214	158	304	40	162.9596476	10224.45905	20271	2171.871141	39600.21015	11369	0	3154.121326	50969.21015	0.520416825	-0.104657871	20433.95965	60.6363854216262	-1.24005981471525	0.358958455915338	0.141024652243503	-1.98874848016188	1.74504951935468	0.410711905967066	0	-1.48214549710509	198.998015442366	-1.14469276727469	0.652593012339078	1.14469276727469	-2.1967629113336	-0.0967193660603617	1.1791457260514	2.19865708695442	0.196252540967959	-0.270252236200192	-1.54852757862021	2.87228132326901	-2.59913891643794	0.384059187903602	0.9427781453451	1.84237332595925	0.0447213595499958	0.272029410174709	0
HKSW2May	8.104	24.038	33.7635	2.07	6.626	0.066	0.104	0	0	0.106	119050.7253	30968.21672	87469.7099	1425109.178	0.261444905	207	225	291	48	1006.011042	5944.686639	6791	11921.45824	5430.551364	31584	1	3284.15228	37015.55136	-0.751771855	-0.013908123	7797.011042	175.977887019932	1.24005981471525	0.652593012339078	-1.19102222561148	0.384059187903602	1.33154389525843	-1.31252559063429	0.881373587019543	0.194349628875512	73.6922747918668	0.212424721425842	-1.1006981828734	-0.260610977462312	-0.681860597176365	0.365804529736676	0.853602964750771	2.35218251811136	0.0348989150788245	-0.405407975172923	1.34827455335266	2.84675253578529	-0.30941041897286	0.9427781453451	-0.284925871484392	-1.29227570553001	0.256904651573303	0.322490309931942	0.325576411921994
HKSW2Nov	8.385	24.6045	33.076	4.015	7.3595	0	0.085	0.001	0	0.096	97799.87024	19843.98789	77704.41176	937776.6019	0.344837042	66	18	79	33	13693.23327	4240.775732	33883	1711.873016	22166.86957	25711	0	161	47877.86957	0.548807357	-0.029231253	47576.23327	140.868690240238	0.773456376391502	-0.212424721425842	2.59913891643794	0	1.75316523950254	0.0289400651621945	0	-0.30207835967297	148.885424303388	-1.29227570553001	2.59913891643794	-0.652593012339078	2.1967629113336	-0.501427774882769	-2.50536697916782	1.25527250510331	-3.21522412068802	0.124759137664711	0.906850271567411	2.89568644711405	0.384059187903602	0.0703372513250739	0.460914688455103	-0.334081901167024	0	0.291547594742265	0.309838667696593
HKSW3Aug	8.05	25.31866667	32.80866667	1.946666667	3.453333333	0.01	0.245	0.026	0.038	0.174	18817.99065	12179.08879	6585.630841	1339260.561	0.375904628	293	214	264	71	1296.336063	11173.85458	29507	1301.533128	25727.43113	14952	738	7031.177981	41417.43113	0.082328778	0.096791225	30803.33606	110.35890897431	-0.409404291693752	0.51367871534788	1.4088534561425	0.9427781453451	1.61465469311553	-0.768905856960484	7.29709146417553	-1.19284901867672	160.397727945255	-1.63141046440307	2.1967629113336	2.1967629113336	-0.30941041897286	1.69556073015316	0.221186270624522	2.33041377334919	2.01724346171676	0.298564865509035	-0.711724304934519	2.83725219182222	0.711724304934519	-0.260610977462312	-0.48712715423098	-2.59913891643794	0.1	0.494974746830583	0.417133072292284
HKSW3Feb	8.25	18.106	33.273	1.244943	9.687	0.057	0.093	0	0	0.003	4454.191617	3680.538922	750.8982036	1145605.947	0.232886688	174	219	215	60	588.0277981	9494.227395	29373	1636.459955	16132.3734	30299	9	92.93453156	46440.3734	-2.1046756	-0.094458836	29961.0278	60.6674453228418	-1.14469276727469	0.212424721425842	1.19102222561148	-1.34827455335266	0.648155382605128	-0.148586656584801	2.89344398588587	0.0852288605439219	127.013280407995	-1.47509532970887	1.98874848016188	0.435015189800388	-1.47509532970887	1.05959037343223	-0.775203559987202	2.34044411484012	-0.725768178398523	-0.611581895230198	-1.47509532970887	2.87228132326901	-1.98874848016188	0.358958455915338	-0.872056473119411	2.1967629113336	0.238746727726266	0.304959013639538	0.0547722557505166
