NoCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu396	7	0	0	15	1	0	0	0	0	0	0	4	0	0	1	1	0	0	0	4	1	0	0	59	0	0	0	0	8	0	0	0	7	0	0	18	3	0	1	2	0	0	0	13	12	0	0	0	1	0	0	7	0	1	0	1	1	0	0	0	5	0	0	0	3	2	1	2	0	0	0	2	0	0	24	13	0	1	12	2	0	0	0	3	0	0	5	9	0	0	2	1	0	0	4	0	0	0	0	1	0	1	12	0	0	0	81
protist_Zotu435	0	0	0	7	0	0	0	2	0	0	0	3	2	0	0	0	3	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	20	1	0	0	2	0	0	0	130	0	0	0	62	0	1	0	34	12	0	1	6	5	0	0	42	1	0	56	1	0	2	30	8	0	1	33	3	0	0	89	4	0	0	21	1	4	1	10	6	0	0	5	4	0	0	11	0	0	0	6	0	0	0	1	0	0	1	0
protist_Zotu476	10	0	2	1	4	0	12	0	0	0	13	3	4	0	0	2	11	0	0	40	5	0	0	0	5	0	11	0	15	0	7	0	15	1	2	0	0	1	4	1	3	3	7	0	2	1	3	0	7	0	0	14	1	12	0	14	1	0	0	0	2	0	0	4	5	0	4	4	0	0	0	2	0	0	6	7	0	1	0	3	0	3	0	6	0	0	11	4	0	0	17	56	0	1	2	6	0	51	1	4	0	146	3	46	0	56	28
protist_Zotu487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	13	2	0	0	0	56	0	0	0	167	0	0	55	0	0	0	1	0	0	170	8	0	0	101	3	0	0	55	6	0	0	61	7	0	0	55	0	0	0	72	0	0	0	0	0	0	0	1	0	0	0	0
protist_Zotu547	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	15	0	1	0	34	0	0	1	6	0	0	5	0	0	2	10	11	0	0	0	67	0	0	0	96	0	1	57	0	0	0	0	0	0	23	0	0	0	49	0	0	3	55	24	0	0	17	9	0	0	18	0	0	0	12	0	0	0	31	1	0	0	39	0	0	1	8
protist_Zotu716	0	0	1	2	0	0	0	0	1	0	7	0	2	0	1	0	4	0	1	0	0	0	1	22	14	0	16	0	2	0	0	0	4	0	1	0	4	0	1	0	8	0	1	4	10	1	4	0	0	0	1	13	0	2	0	15	3	0	0	0	7	0	1	0	5	6	11	12	0	1	1	6	0	0	6	4	0	12	3	4	0	20	0	24	0	4	6	10	1	2	5	12	0	4	5	0	0	2	3	0	0	7	34	16	0	1	1
protist_Zotu118	73	0	0	560	112	0	11	544	22	0	2	259	0	0	0	130	20	0	0	309	45	1	0	26	28	0	7	187	45	0	7	0	29	3	6	192	23	5	12	85	9	7	8	3	46	2	6	719	14	0	2	27	11	1	0	3	9	0	0	0	24	0	1	33	30	4	50	18	0	1	7	2	0	27	1	5	0	2	0	2	0	2	4	4	15	1	0	2	0	3	0	32	0	0	2	32	0	9	76	16	0	7	0	14	0	5	13
protist_Zotu124	0	8	3	1	0	12	0	0	0	50	2	4	0	6	1	0	0	3	0	0	1	0	0	0	2	6	3	8	2	5	2	0	0	8	2	0	0	1	4	0	2	3	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	6	1	0	2	1	0	0	7	0	10	6	9	0	0	0	1	0	0	0	2	0	1	0	3	0	4	0	5	0	1	0	2	0	2	0	2	0	0	0	1	0	153	0	1	0	288	0	0	0	883
protist_Zotu192	0	11	0	0	3	5	2	1	0	6	0	0	0	30	0	0	5	4	2	0	0	0	0	0	0	0	0	2	6	0	0	0	1	2	1	0	0	0	1	0	4	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	8	1	0	0	0	1	0	0	24	8	0	0	37	2	0	0	41	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	228	6	2	0	217	7	2	0	397
protist_Zotu227	0	32	0	0	1	25	2	0	1	4	23	16	1	1	5	59	0	6	7	119	1	0	2	13	2	1	1	5	0	2	0	0	0	4	3	0	1	2	2	2	0	1	14	1	1	7	1	3	1	0	1	32	0	0	5	4	2	2	3	5	7	0	7	1	10	0	59	7	3	1	0	195	12	0	8	212	12	1	8	99	15	0	2	14	0	1	2	16	1	2	1	0	2	8	1	330	18	1	58	215	17	1	48	713	16	1	27
protist_Zotu249	2	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	20	17	0	0	69	0	0	1	32	0	0	0	296	2	0	0	31	1	0	2	101	2	0	0	10	0	0	1	0	0	0	0	2	0	0	9	14	0	0	0	69	0	1	0	187	0	4	61	0	3	0	3	0	0	77	3	0	0	75	4	0	2	79	19	0	4	11	17	0	1	30	1	0	2	23	0	0	2	87	1	0	0	23	0	0	1	127
protist_Zotu275	14	0	0	95	27	0	2	15	1	0	3	38	1	0	0	137	6	0	0	24	10	2	0	3	19	0	1	52	24	0	3	0	35	5	6	16	10	1	1	52	10	0	2	17	4	1	1	409	3	0	1	27	10	1	0	9	20	0	1	20	24	0	0	56	26	0	70	17	0	0	17	47	0	8	16	58	0	0	8	11	0	4	31	11	3	1	5	23	0	1	1	7	0	0	5	13	0	5	26	12	0	4	0	11	0	4	8
protist_Zotu281	0	34	1	18	5	38	3	1	0	40	14	7	5	16	10	5	0	10	20	3	0	8	11	0	0	6	6	1	2	7	12	0	0	22	9	0	0	4	24	1	0	0	31	0	0	1	26	0	1	0	24	0	6	2	1	1	0	4	0	5	0	0	2	6	0	2	2	0	13	0	0	0	76	4	10	0	231	1	3	0	179	0	17	0	9	1	5	0	15	0	4	0	9	3	3	3	22	6	0	4	12	9	0	1	3	47	1
protist_Zotu30	48	24	21	2281	32	13	75	1935	22	48	99	756	14	10	36	2656	42	4	23	1416	19	7	20	599	95	12	87	919	0	7	67	957	13	17	54	1213	6	9	23	339	18	8	15	139	0	1	51	310	31	0	9	80	5	21	21	95	14	24	18	0	59	4	9	228	52	27	294	67	3	16	528	142	37	421	433	113	79	98	533	86	89	88	405	89	45	82	406	163	26	71	291	253	6	40	228	275	39	24	575	274	26	85	641	299	24	48	1104
protist_Zotu326	46	0	1	4	42	0	3	0	7	0	4	7	20	0	0	0	12	0	1	6	31	9	0	4	62	0	4	0	64	0	4	0	124	5	3	0	21	3	1	3	32	1	5	0	31	2	1	15	18	0	1	6	66	0	3	2	41	0	1	0	24	0	3	2	14	0	51	10	0	1	0	20	0	1	3	58	0	0	43	21	2	8	13	18	0	5	0	18	0	1	2	1	0	15	2	0	0	7	44	0	0	4	7	0	0	2	110
protist_Zotu390	7	7	64	55	9	25	25	0	1	13	48	5	0	10	6	0	0	1	7	0	1	4	8	0	3	2	73	0	6	1	27	0	8	5	34	0	0	0	4	0	1	0	4	0	0	2	9	11	5	0	0	0	5	5	0	0	0	4	1	0	0	0	0	1	0	0	1	0	21	2	0	0	11	8	0	0	50	7	0	0	45	1	0	0	38	5	0	0	69	11	0	3	49	29	0	0	7	0	0	2	5	1	0	2	1	1	0
protist_Zotu522	7	0	0	0	15	0	2	1	8	0	3	7	9	0	2	5	8	0	1	34	9	0	1	3	40	1	0	2	15	0	2	0	4	7	4	0	12	0	0	1	15	1	5	0	23	5	1	0	1	0	1	18	14	0	5	0	23	7	0	0	9	0	0	0	6	3	12	10	0	1	0	50	0	0	4	56	0	23	3	53	0	5	6	4	0	1	7	16	0	3	1	0	0	4	0	122	0	8	2	45	0	8	3	90	0	1	0
protist_Zotu555	0	0	13	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	2	0	0	11	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	334	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	27	0	2	3	9	0	7	0	3	0	0	0	0	0	2	5	1	0	2	4	80	0	20	0	0	0	0	11	0	0	0	1	0	0	0	0
protist_Zotu66	415	21	9	353	404	12	149	18	133	2	176	108	263	2	25	109	247	3	19	562	234	49	11	44	602	3	111	99	510	0	71	0	718	67	160	70	152	45	76	196	231	39	103	1	183	74	56	14	148	0	15	215	174	42	43	86	194	8	44	0	270	2	88	62	322	32	217	216	1	78	0	683	8	119	152	818	18	145	203	332	24	204	185	382	1	110	132	318	0	116	69	74	0	167	70	1080	8	256	271	899	15	259	258	1604	13	262	357
protist_Zotu74	3	0	0	177	3	0	4	56	1	1	0	61	0	0	0	17	0	0	0	104	4	1	0	7	2	0	1	44	1	0	1	0	16	1	3	21	4	0	10	31	5	3	0	0	0	0	0	47	1	0	1	1	2	0	1	1	0	0	5	0	31	0	0	5	40	0	26	24	0	0	0	2	0	17	49	2	1	0	65	0	0	0	71	6	3	0	8	2	0	6	10	8	0	1	12	8	0	0	355	17	0	0	335	2	0	0	1533
protist_Zotu85	4	0	0	326	3	0	0	61	3	0	0	103	2	0	0	13	4	0	0	86	4	0	0	130	7	0	0	49	0	0	7	0	1	1	1	17	0	3	0	259	0	0	0	750	0	0	0	2714	0	0	3	65	0	4	1	29	0	0	0	1268	1	0	0	106	0	0	226	0	0	3	1	7	0	9	13	5	0	0	6	3	0	0	2	0	43	2	7	0	0	0	4	19	0	0	11	10	0	6	108	12	0	4	5	5	0	3	3
protist_Zotu92	1	0	0	1009	1	0	2	454	2	0	0	357	0	0	0	688	0	0	0	354	5	0	0	11	0	0	1	282	0	0	2	1030	15	1	3	253	0	0	0	79	0	2	0	4	0	0	1	4	0	0	0	0	0	0	3	2	0	0	1	0	8	0	0	43	8	2	18	7	0	1	7	0	0	71	40	1	0	0	55	1	0	1	71	4	0	3	10	4	0	0	6	70	0	0	9	18	0	0	1	19	0	0	0	26	0	0	38
protist_Zotu317	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	72	1	0	0	194	1	0	1	0	2	0	4	0	0	0	1	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	13	0	4	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	2	0	2	0	3	0	0	0
protist_Zotu490	4	13	5	0	0	1	0	1	0	11	21	0	0	11	4	0	0	3	4	0	2	0	2	5	3	7	3	0	1	1	0	0	3	16	0	0	0	3	0	0	0	8	0	0	0	8	2	4	5	180	1	1	0	80	0	0	0	35	0	0	2	0	0	0	0	0	2	0	9	0	0	1	0	2	1	2	2	6	8	1	1	0	1	0	21	2	1	0	0	2	1	0	1	1	0	0	0	0	3	0	0	3	0	2	1	0	1
protist_Zotu302	18	4	95	35	10	1	51	1	4	0	31	7	6	0	5	2	14	0	4	0	3	3	3	0	47	1	337	2	16	0	37	0	54	0	57	5	0	0	13	1	1	2	7	0	2	1	21	0	30	0	29	8	13	12	6	6	1	0	2	0	27	0	6	0	47	87	0	40	0	7	0	1	0	5	7	0	1	14	18	1	0	25	19	17	0	26	6	29	0	23	2	2	0	20	6	0	0	4	2	0	0	60	12	0	0	105	0
protist_Zotu150	2	0	0	0	0	0	1	0	0	0	5	22	0	0	4	0	0	0	1	0	0	1	1	130	0	0	1	13	7	0	1	0	3	3	2	25	10	0	0	3	14	1	0	40	6	0	0	2	0	0	0	15	2	0	0	114	6	0	0	0	13	0	0	2	16	0	1	22	0	0	0	19	0	0	592	23	0	0	805	29	0	0	800	8	0	0	542	5	0	0	610	0	0	1	298	0	0	0	70	0	0	0	13	0	0	0	0
protist_Zotu313	1	0	0	2	1	0	3	0	0	0	6	0	0	0	0	18	0	0	0	18	0	0	1	1	0	0	0	2	0	0	0	0	0	0	4	0	23	1	2	0	5	1	9	0	1	1	0	0	0	0	0	56	0	0	0	13	10	0	1	0	24	0	2	0	54	0	18	41	0	0	0	421	0	0	121	690	0	0	183	267	0	0	49	151	0	5	22	45	0	0	38	40	0	2	10	191	0	0	0	116	0	0	0	232	0	0	0
protist_Zotu55	9	4	281	5	1	0	42	2	1	0	52	10	0	0	23	2	2	0	19	27	1	2	32	163	2	0	12	18	6	0	17	0	2	1	15	2	1	3	9	0	11	7	8	206	1	1	13	36	1	0	0	3	1	0	0	37	3	1	7	0	9	10	0	13	7	0	21	20	3	0	3	8	0	20	165	2	0	1	202	12	0	1	311	2	1	2	191	4	5	8	91	0	1	3	142	0	1	2	1302	13	0	5	891	5	3	4	1479
protist_Zotu602	1	0	0	5	0	0	0	15	0	0	0	44	0	0	0	0	0	0	0	8	1	0	0	1	1	0	4	18	0	0	0	0	0	0	0	28	1	0	0	61	1	0	0	19	2	0	1	30	0	0	0	11	0	0	0	5	1	0	0	0	2	0	0	8	5	0	3	11	0	0	0	7	0	0	94	18	0	0	56	1	0	0	74	18	0	1	25	6	0	0	22	0	0	0	8	1	0	0	8	2	0	1	0	0	0	0	0
protist_Zotu139	48	2	0	109	15	0	1	222	8	1	0	127	6	0	0	19	11	0	0	81	8	2	0	92	180	0	8	101	63	1	1	0	364	3	1	282	12	1	1	58	46	2	1	8	6	1	5	29	2	0	1	9	0	1	2	3	7	0	1	0	98	0	0	27	161	2	49	126	1	0	0	98	0	4	24	52	4	0	21	25	6	1	15	99	0	5	11	139	0	1	2	28	0	1	9	19	0	1	10	7	0	1	1	28	0	1	7
protist_Zotu406	7	2	0	18	4	0	1	11	6	0	0	50	3	0	0	3	6	0	0	18	4	17	0	10	37	0	0	22	12	0	0	0	109	2	1	38	2	0	0	24	16	1	0	1	0	1	1	1	1	0	0	3	1	0	0	2	4	1	0	0	45	0	0	17	60	0	7	51	0	0	0	18	2	2	7	17	0	0	9	8	2	3	10	29	0	1	5	29	0	5	3	2	0	5	2	10	0	1	4	6	0	0	1	7	0	1	0
protist_Zotu148	61	0	65	4	43	0	117	0	7	0	161	1	55	0	11	5	122	0	4	16	28	10	3	2	37	0	75	9	62	0	30	0	94	21	28	3	5	14	28	1	13	18	58	0	7	32	29	0	93	5	5	2	38	54	6	3	12	1	7	0	8	0	5	27	5	2	7	2	6	10	0	0	0	57	2	2	0	60	1	0	0	19	1	0	0	8	3	0	0	39	0	0	0	33	9	11	0	485	0	32	0	764	0	103	0	607	0
protist_Zotu308	30	0	0	0	17	0	20	0	0	0	28	0	12	0	0	1	37	0	1	3	12	4	0	1	20	0	14	0	17	0	11	0	56	10	17	0	32	5	11	0	62	6	18	0	28	14	6	0	43	0	0	0	18	13	3	0	80	0	0	0	4	0	0	9	17	0	0	26	0	0	0	0	0	13	0	3	0	2	2	1	0	0	4	4	0	1	1	3	0	1	1	0	0	0	1	8	0	248	0	7	0	348	0	1	0	222	0
protist_Zotu423	14	0	43	0	0	0	20	0	0	0	94	0	6	0	3	0	11	0	2	1	5	0	2	0	1	0	5	1	5	0	3	0	1	2	6	0	0	1	0	0	1	6	7	0	9	12	0	3	8	204	0	0	0	16	0	1	2	15	0	0	1	0	5	3	2	0	0	1	0	0	0	1	0	8	5	1	0	0	5	0	3	0	2	0	0	0	1	1	0	19	0	0	0	5	3	1	1	109	0	0	0	154	0	5	0	11	0
protist_Zotu473	7	0	0	0	4	0	8	0	0	0	9	0	6	0	0	0	10	0	0	0	3	0	0	0	5	0	7	0	10	0	1	0	53	1	3	0	1	3	3	0	10	3	7	0	1	0	1	0	4	0	0	0	13	6	0	0	6	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	94	0	0	0	239	0	1	0	115	0
protist_Zotu82	62	1	267	37	21	0	226	3	49	3	212	8	153	0	22	13	316	2	12	52	26	2	16	3	128	4	130	8	93	7	45	0	17	32	57	2	17	35	22	0	36	39	73	0	12	64	14	1	178	2184	33	6	106	188	57	6	105	48	63	0	17	0	55	17	11	29	25	12	125	56	0	21	0	305	30	28	7	542	12	6	0	642	37	12	5	371	13	5	18	162	7	11	9	213	14	49	0	338	0	62	0	824	0	174	0	554	0
protist_Zotu95	77	1	55	0	40	0	148	1	2	0	191	4	84	0	5	2	168	0	8	7	35	0	1	0	5	0	83	0	44	0	58	0	0	33	73	0	0	20	43	0	3	23	68	0	6	39	14	0	93	1	3	0	53	58	4	5	0	0	3	0	1	0	5	38	0	1	4	1	0	7	1	0	0	41	8	3	0	32	0	3	0	24	1	0	0	23	11	0	0	49	1	0	0	18	1	48	0	1120	0	25	0	1746	0	105	1	1192	0
protist_Zotu206	2	0	0	420	1	0	0	20	0	0	0	76	1	0	0	64	0	0	0	93	1	0	0	52	5	0	0	67	0	0	1	0	0	0	0	73	1	0	0	10	1	0	0	3	1	0	1	27	0	0	0	1	0	0	0	1	1	0	0	0	6	0	0	38	7	0	23	17	0	0	0	17	0	22	55	19	0	0	8	6	0	0	29	72	1	0	45	49	0	0	10	66	0	0	11	16	0	3	1	15	0	4	0	1	0	6	1
protist_Zotu138	41	28	202	303	6	8	123	7	0	33	151	32	11	24	30	115	13	6	16	19	3	0	22	10	3	3	87	59	3	3	12	0	1	3	7	56	0	2	9	12	0	4	7	3	0	7	8	3	32	0	0	2	8	29	3	9	0	0	3	0	1	2	2	22	4	1	22	7	0	0	0	19	9	36	94	7	16	33	79	5	22	38	71	6	20	4	31	11	0	9	37	20	0	3	18	56	3	55	27	18	2	444	59	79	2	85	131
protist_Zotu205	0	0	0	57	0	0	0	0	0	0	0	53	0	0	1	1	0	0	0	0	0	0	0	91	0	0	1	22	0	0	0	0	0	0	0	38	2	0	0	0	3	0	0	8	1	0	1	2	0	0	0	0	0	0	1	10	3	0	1	0	3	1	0	0	1	0	0	12	0	0	0	3	0	4	158	1	0	0	268	3	0	0	357	0	0	0	219	2	0	0	94	0	0	0	141	0	0	0	145	0	0	0	149	0	0	0	89
protist_Zotu229	15	5	358	2	0	4	58	1	1	98	145	16	4	12	83	1	4	6	42	16	1	1	43	67	9	19	100	5	1	13	15	0	0	5	2	12	0	0	7	6	0	0	34	7	1	3	3	41	25	0	2	0	6	14	1	7	0	22	1	0	0	0	9	2	0	6	4	3	5	3	0	3	5	2	40	0	14	27	28	2	9	7	90	0	4	19	28	0	6	13	38	4	0	15	18	1	8	5	45	5	2	65	1	2	9	1	13
protist_Zotu351	1	0	1	10	0	0	0	0	1	0	2	21	0	0	0	7	0	0	0	32	0	0	0	3	2	0	1	13	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	12	0	0	2	21	0	1	12	0	1	4	0	0	1	3	0	0	0	11	0	0	3	8	32	0	0	0	79	0	2	2	814	0	1	0	0	0	0	63	2	0	0	24	0	1	1	80
protist_Zotu160	1	5	0	88	2	0	4	4	0	0	3	12	1	1	0	8	4	1	0	18	0	0	2	26	0	0	1	5	1	0	0	0	1	0	0	19	0	0	0	4	0	1	1	164	0	0	0	2	1	0	0	1	0	2	1	1	0	0	2	0	1	3	0	0	0	0	14	2	0	1	0	6	0	9	9	27	0	4	19	11	0	2	21	20	0	6	14	0	0	23	25	10	0	4	1	40	0	4	223	21	0	12	195	24	0	11	414
protist_Zotu354	10	1	287	1	2	0	109	0	0	0	279	1	1	0	44	0	3	0	41	0	0	0	22	0	3	0	56	0	0	0	17	0	0	0	35	0	0	0	18	0	0	0	16	0	0	2	12	0	8	0	2	0	3	5	3	0	0	0	3	0	0	0	4	1	0	1	0	0	0	4	0	0	0	18	0	0	0	30	0	0	2	31	0	0	0	24	0	0	1	34	0	0	0	51	0	0	2	3	0	4	0	16	0	2	5	22	0
protist_Zotu108	0	0	0	1	0	0	6	0	0	0	8	13	0	0	0	8	0	0	0	36	0	0	0	653	0	0	1	44	0	0	0	0	0	0	13	5	3	1	4	1	1	3	3	74	0	1	0	0	0	0	0	24	0	0	6	2	2	0	0	0	0	0	3	0	6	1	18	2	0	0	0	34	0	0	0	72	0	0	5	34	0	1	2	5	0	6	0	0	0	4	2	2	0	7	0	400	0	0	0	356	0	0	0	440	0	0	1
protist_Zotu122	0	1	40	1	0	0	1	0	0	0	1	2	1	0	2	0	0	0	0	3	0	0	0	752	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	46	0	1	0	0	0	0	0	2	1	0	2	0	0	0	2	0	0	0	1	0	4	0	0	0	0	2	0	3	0	1	2	9	3	27	4	1	0	14	1	2	0	2	0	0	0	1	4	36	0	2	4	35	0	0	0	16	1	0	0	14	0	0	1
protist_Zotu166	2	0	18	81	0	0	4	0	2	2	11	10	0	0	0	9	0	0	0	28	1	0	0	56	1	0	0	83	0	0	0	0	1	1	4	11	4	1	3	0	0	1	17	52	8	7	0	0	2	0	0	20	0	0	2	2	7	0	0	0	11	0	3	2	11	0	12	11	0	2	0	105	1	13	3	167	0	11	7	41	0	2	14	182	0	4	7	88	0	4	10	1010	0	41	1	400	0	0	0	181	0	1	1	428	1	0	0
protist_Zotu223	2	135	8	1	1	88	10	4	2	57	12	1	7	68	31	2	5	25	53	0	6	114	16	0	0	18	9	0	7	57	46	0	2	62	13	0	0	9	7	0	0	38	10	0	0	55	29	11	3	115	6	0	4	58	6	0	0	89	73	0	0	13	2	0	0	2	6	0	81	6	0	0	9	9	0	0	16	7	0	0	42	18	0	0	21	3	0	0	17	3	0	0	9	1	0	0	16	7	0	3	7	7	0	6	21	3	1
protist_Zotu257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	581	0	0	0	928	0	32	260	0	0	0	18	0	0	11	24	0	0	25	3	0	0	2	22	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu291	8	106	0	3	17	85	2	0	5	65	27	15	10	47	15	0	10	11	13	7	2	81	6	30	5	19	3	1	5	26	2	0	1	16	15	0	23	6	3	0	16	4	7	5	46	1	4	0	45	0	0	3	75	21	0	1	41	12	0	0	12	1	1	0	124	7	6	9	7	1	0	5	7	28	1	12	24	6	15	4	22	6	5	4	3	0	1	1	4	2	5	0	2	13	0	50	16	21	0	3	18	32	0	15	12	9	0
protist_Zotu325	2	0	0	64	0	0	1	2	0	0	0	22	0	0	0	4	0	0	0	7	0	0	0	7	0	0	0	6	0	0	0	0	0	1	0	30	2	0	0	11	3	0	0	60	1	0	0	0	0	0	0	25	0	0	1	52	1	0	5	0	14	0	0	15	7	0	13	18	0	0	0	16	2	4	235	24	0	12	212	19	0	0	112	15	0	0	151	4	0	1	157	4	0	0	56	5	0	1	17	0	0	0	14	9	0	0	40
protist_Zotu430	8	1	6	0	3	5	7	0	2	0	16	0	26	8	0	0	21	0	3	2	3	0	2	0	10	2	3	0	1	2	3	0	0	0	6	0	7	2	5	0	12	1	7	0	19	4	2	0	5	0	1	2	8	3	1	1	42	0	0	0	3	0	0	5	1	0	0	1	0	3	0	40	7	5	1	5	18	8	0	5	12	4	0	5	0	47	0	0	2	2	2	0	7	4	3	5	4	84	0	11	4	134	0	7	13	149	0
protist_Zotu460	0	1	0	0	0	9	20	0	0	2	0	1	0	3	2	0	0	4	2	0	0	0	4	47	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	1	1	0	6	0	1	0	3	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	6	0	0	21	14	0	30	4	25	2	9	0	47	2	11	1	1	0	6	0	1	0	5	0	2	0	2	0	5	3	55	1	1	0	7	0	2	0	0
protist_Zotu530	0	8	0	0	0	3	3	0	0	4	0	1	0	1	4	4	0	2	1	1	1	1	1	0	0	0	2	1	0	3	2	0	0	2	1	0	0	1	1	0	0	1	2	0	0	1	0	3	1	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	4	0	1	2	0	20	0	0	1	19	2	0	0	4	0	0	2	0	2	1	4	0	0	1	0	0	0	1	2	21	1	1	113	43	1	0	21	37	2	0	61
protist_Zotu543	0	49	0	4	0	18	0	2	0	3	0	20	0	9	1	0	0	6	1	0	1	3	3	2	0	1	0	0	0	9	2	0	0	14	0	0	0	1	0	0	0	1	0	0	0	1	0	133	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	6	1	6	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	5	1	86	0	7	0	16	0	9	0	0
protist_Zotu569	1	1	0	0	0	0	2	0	0	1	6	6	1	2	0	6	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	8	2	2	0	1	1	7	0	0	4	1	0	0	0	0	9	0	0	1	4	0	0	2	0	1	1	3	0	2	0	9	5	0	0	0	75	1	0	3	129	2	0	3	104	2	0	4	0	0	1	2	0	0	0	0	0	0	3	1	108	0	0	2	114	4	2	2	239	1	0	0
protist_Zotu632	11	2	35	0	0	20	9	0	0	6	4	0	2	1	0	1	8	0	2	4	0	0	0	0	1	0	1	0	3	0	0	0	0	0	3	0	17	0	0	0	2	0	5	0	10	1	0	0	28	0	2	0	26	2	3	0	0	1	0	0	1	0	1	1	0	0	0	0	0	3	0	0	7	8	0	10	5	4	3	1	14	20	0	1	0	11	1	0	1	1	1	0	2	1	0	27	5	41	0	0	2	62	0	0	3	17	0
protist_Zotu93	0	10	0	98	0	1	2	1	5	3	30	50	0	3	4	52	2	1	0	48	0	0	0	609	2	0	2	77	0	3	1	0	0	2	10	100	1	3	3	14	1	4	4	88	2	5	5	5	0	0	2	38	0	1	7	19	4	4	1	0	10	2	1	8	14	3	107	11	1	3	0	59	6	9	84	44	14	1	158	30	18	11	48	23	5	52	48	9	17	8	50	48	10	17	42	229	28	1	17	98	17	1	5	257	32	1	125
