id	PhylumID	SampleID	Abundance
303	Actinobacteriota	HKSW2Feb	0.00538880206929999
304	Verrucomicrobiota	HKSW2Feb	0.013849221318101
305	SAR324_clade(Marine_group_B)	HKSW2Feb	0.000107776041386
306	Crenarchaeota	HKSW2Feb	0.000754432289701999
307	Firmicutes	HKSW2Feb	0.000323328124158
308	others	HKSW2Feb	0.00118553645524599
309	Bacteroidota	HKSW2May	0.314921592929892
310	Cyanobacteria	HKSW2May	0.41978768119847
311	Proteobacteria	HKSW2May	0.147814840760899
312	Thermoplasmatota	HKSW2May	0.0650967289971439
313	Planctomycetota	HKSW2May	0.010454276014442
314	Actinobacteriota	HKSW2May	0.019345799428787
315	Verrucomicrobiota	HKSW2May	0.00522713800722099
316	SAR324_clade(Marine_group_B)	HKSW2May	0.004634369779598
317	Crenarchaeota	HKSW2May	0.000862208331087999
318	Firmicutes	HKSW2May	0.000215552082772
319	others	HKSW2May	0.0116398124696879
320	Bacteroidota	HKSW2Nov	0.013525893193943
321	Cyanobacteria	HKSW2Nov	0.027267338470658
322	Proteobacteria	HKSW2Nov	0.932262757988899
323	Thermoplasmatota	HKSW2Nov	0.00802931508325699
324	Planctomycetota	HKSW2Nov	0.00840653122810799
325	Actinobacteriota	HKSW2Nov	0
326	Verrucomicrobiota	HKSW2Nov	0.00565824217276499
327	SAR324_clade(Marine_group_B)	HKSW2Nov	0.001670528641483
328	Crenarchaeota	HKSW2Nov	0.000431104165544
329	Firmicutes	HKSW2Nov	0
330	others	HKSW2Nov	0.00274828905534308
331	Bacteroidota	HKSW3Aug	0.283558764886566
332	Cyanobacteria	HKSW3Aug	0.010346499973056
333	Proteobacteria	HKSW3Aug	0.225629142641591
334	Thermoplasmatota	HKSW3Aug	0.15142533814733
335	Planctomycetota	HKSW3Aug	0.156652476154551
336	Actinobacteriota	HKSW3Aug	0.014388101525031
337	Verrucomicrobiota	HKSW3Aug	0.034811661367678
338	SAR324_clade(Marine_group_B)	HKSW3Aug	0.020046343697796
339	Crenarchaeota	HKSW3Aug	0.0555046613137899
340	Firmicutes	HKSW3Aug	0.019884679635717
341	others	HKSW3Aug	0.027752330656895
342	Bacteroidota	HKSW3Feb	0.495230910168669
343	Cyanobacteria	HKSW3Feb	0.003017729158808
344	Proteobacteria	HKSW3Feb	0.399471897397209
345	Thermoplasmatota	HKSW3Feb	0.0633184243142749
346	Planctomycetota	HKSW3Feb	0.00576601821415099
347	Actinobacteriota	HKSW3Feb	0.00538880206929999
348	Verrucomicrobiota	HKSW3Feb	0.025542921808482
349	SAR324_clade(Marine_group_B)	HKSW3Feb	0
350	Crenarchaeota	HKSW3Feb	0.000269440103465
351	Firmicutes	HKSW3Feb	0.000323328124158
352	others	HKSW3Feb	0.00167052864148298
353	Bacteroidota	HKSW3May	0.103303335668481
354	Cyanobacteria	HKSW3May	0.715686802823732
355	Proteobacteria	HKSW3May	0.0947351403782939
356	Thermoplasmatota	HKSW3May	0.0703238670043649
357	Planctomycetota	HKSW3May	0.003448833324352
358	Actinobacteriota	HKSW3May	0.004203265614054
359	Verrucomicrobiota	HKSW3May	0.002532736972571
360	SAR324_clade(Marine_group_B)	HKSW3May	0.001562752600097
361	Crenarchaeota	HKSW3May	0.000269440103465
362	Firmicutes	HKSW3May	0
363	others	HKSW3May	0.00393382551058896
364	Bacteroidota	HKSW3Nov	0.123349679366277
365	Cyanobacteria	HKSW3Nov	0.626394352535431
366	Proteobacteria	HKSW3Nov	0.150132025650698
367	Thermoplasmatota	HKSW3Nov	0.046828689982217
368	Planctomycetota	HKSW3Nov	0.013364229131864
369	Actinobacteriota	HKSW3Nov	0.00711321873147599
370	Verrucomicrobiota	HKSW3Nov	0.011047044242065
371	SAR324_clade(Marine_group_B)	HKSW3Nov	0.010346499973056
372	Crenarchaeota	HKSW3Nov	0.00592768227622999
373	Firmicutes	HKSW3Nov	0.000377216144851
374	others	HKSW3Nov	0.00511936196583496
375	Bacteroidota	LTCC1Aug	0.466562483159994
376	Cyanobacteria	LTCC1Aug	0.041385999892224
377	Proteobacteria	LTCC1Aug	0.244813278008299
378	Thermoplasmatota	LTCC1Aug	0.03879937489896
379	Planctomycetota	LTCC1Aug	0.143234359001994
380	Actinobacteriota	LTCC1Aug	0.00899929945573099
381	Verrucomicrobiota	LTCC1Aug	0.017675270787304
382	SAR324_clade(Marine_group_B)	LTCC1Aug	0.004903809883063
383	Crenarchaeota	LTCC1Aug	0.004149377593361
384	Firmicutes	LTCC1Aug	0.013148677049092
385	others	LTCC1Aug	0.016328070269979
386	Bacteroidota	LTCC1Feb	0.483321657595517
387	Cyanobacteria	LTCC1Feb	0
388	Proteobacteria	LTCC1Feb	0.440696233227354
389	Thermoplasmatota	LTCC1Feb	0.00910707549711699
390	Planctomycetota	LTCC1Feb	0.000538880206929999
391	Actinobacteriota	LTCC1Feb	0.000107776041386
392	Verrucomicrobiota	LTCC1Feb	0.0654200571213019
393	SAR324_clade(Marine_group_B)	LTCC1Feb	0
394	Crenarchaeota	LTCC1Feb	0.000269440103465
395	Firmicutes	LTCC1Feb	0
396	others	LTCC1Feb	0.000538880206929937
397	Bacteroidota	LTCC1May	0.316699897612761
398	Cyanobacteria	LTCC1May	0.201810637495285
399	Proteobacteria	LTCC1May	0.399094681252358
400	Thermoplasmatota	LTCC1May	0.0682222341973379
401	Planctomycetota	LTCC1May	0.001886080724255
402	Actinobacteriota	LTCC1May	0.004580481758905
403	Verrucomicrobiota	LTCC1May	0.002478848951878
404	SAR324_clade(Marine_group_B)	LTCC1May	0.000969984372473999
405	Crenarchaeota	LTCC1May	0.000323328124158
406	Firmicutes	LTCC1May	0.000269440103465
407	others	LTCC1May	0.00366438540712399
408	Bacteroidota	LTCC1Nov	0.195829067198362
409	Cyanobacteria	LTCC1Nov	0.38206606671337
410	Proteobacteria	LTCC1Nov	0.228646871800399
411	Thermoplasmatota	LTCC1Nov	0.101956135151156
412	Planctomycetota	LTCC1Nov	0.019992455677103
413	Actinobacteriota	LTCC1Nov	0.014388101525031
414	Verrucomicrobiota	LTCC1Nov	0.00991539580751199
415	SAR324_clade(Marine_group_B)	LTCC1Nov	0.01508864579404
416	Crenarchaeota	LTCC1Nov	0.019776903594331
417	Firmicutes	LTCC1Nov	0.000215552082772
418	others	LTCC1Nov	0.012124804655925
419	Bacteroidota	LTCC2Aug	0.281026027913995
420	Cyanobacteria	LTCC2Aug	0.0708627472112949
421	Proteobacteria	LTCC2Aug	0.493506493506494
422	Thermoplasmatota	LTCC2Aug	0.015358085897505
423	Planctomycetota	LTCC2Aug	0.0692999946111979
424	Actinobacteriota	LTCC2Aug	0.017136390580374
425	Verrucomicrobiota	LTCC2Aug	0.01724416662176
426	SAR324_clade(Marine_group_B)	LTCC2Aug	0.011585924448995
427	Crenarchaeota	LTCC2Aug	0.004634369779598
428	Firmicutes	LTCC2Aug	0.00743654685563399
429	others	LTCC2Aug	0.011909252573153
430	Bacteroidota	LTCC2Feb	0.476208438864041
431	Cyanobacteria	LTCC2Feb	0.00215552082772
432	Proteobacteria	LTCC2Feb	0.447216683731207
433	Thermoplasmatota	LTCC2Feb	0.023010184835911
434	Planctomycetota	LTCC2Feb	0.000916096351780999
435	Actinobacteriota	LTCC2Feb	0.000969984372473999
436	Verrucomicrobiota	LTCC2Feb	0.048606994665086
437	SAR324_clade(Marine_group_B)	LTCC2Feb	5.38880206929999e-05
438	Crenarchaeota	LTCC2Feb	0.000107776041386
439	Firmicutes	LTCC2Feb	0.000107776041386
440	others	LTCC2Feb	0.000646656248316058
441	Bacteroidota	LTCC2May	0.227892439510697
442	Cyanobacteria	LTCC2May	0.388155413051679
443	Proteobacteria	LTCC2May	0.321388155413052
444	Thermoplasmatota	LTCC2May	0.0553968852724039
445	Planctomycetota	LTCC2May	0.000754432289701999
446	Actinobacteriota	LTCC2May	0.003125505200194
447	Verrucomicrobiota	LTCC2May	0.000916096351780999
448	SAR324_clade(Marine_group_B)	LTCC2May	0.000592768227622999
449	Crenarchaeota	LTCC2May	0.000215552082772
450	Firmicutes	LTCC2May	0.000484992186237
451	others	LTCC2May	0.00107776041385999
452	Bacteroidota	LTCC2Nov	0.145605431912486
453	Cyanobacteria	LTCC2Nov	0.475723446677804
454	Proteobacteria	LTCC2Nov	0.213612114027052
455	Thermoplasmatota	LTCC2Nov	0.0904779867435469
456	Planctomycetota	LTCC2Nov	0.010400387993749
457	Actinobacteriota	LTCC2Nov	0.015304197876812
458	Verrucomicrobiota	LTCC2Nov	0.00786765102117799
459	SAR324_clade(Marine_group_B)	LTCC2Nov	0.014819205690575
460	Crenarchaeota	LTCC2Nov	0.014873093711268
461	Firmicutes	LTCC2Nov	0.000377216144851
462	others	LTCC2Nov	0.010939268200679
463	Bacteroidota	LTCC3Aug	0.35835533760845
464	Cyanobacteria	LTCC3Aug	0.0890230101848359
465	Proteobacteria	LTCC3Aug	0.43595408740637
466	Thermoplasmatota	LTCC3Aug	0.010508164035135
467	Planctomycetota	LTCC3Aug	0.0502775233065689
468	Actinobacteriota	LTCC3Aug	0.019992455677103
469	Verrucomicrobiota	LTCC3Aug	0.013256453090478
470	SAR324_clade(Marine_group_B)	LTCC3Aug	0.00673600258662499
471	Crenarchaeota	LTCC3Aug	0.001293312496632
472	Firmicutes	LTCC3Aug	0.003394945303659
473	others	LTCC3Aug	0.011208708304144
474	Bacteroidota	LTCC3Feb	0.619604461928113
475	Cyanobacteria	LTCC3Feb	0.00603545831761599
476	Proteobacteria	LTCC3Feb	0.318909306461174
477	Thermoplasmatota	LTCC3Feb	0.00625101040038799
478	Planctomycetota	LTCC3Feb	0.001886080724255
479	Actinobacteriota	LTCC3Feb	0.001023872393167
480	Verrucomicrobiota	LTCC3Feb	0.045104273320041
481	SAR324_clade(Marine_group_B)	LTCC3Feb	5.38880206929999e-05
482	Crenarchaeota	LTCC3Feb	0
483	Firmicutes	LTCC3Feb	0.000107776041386
484	others	LTCC3Feb	0.00102387239316704
485	Bacteroidota	LTCC3May	0.30931723877782
486	Cyanobacteria	LTCC3May	0.191464137522229
487	Proteobacteria	LTCC3May	0.414560543191249
488	Thermoplasmatota	LTCC3May	0.0775987497979199
489	Planctomycetota	LTCC3May	0.000700544269008999
490	Actinobacteriota	LTCC3May	0.002209408848413
491	Verrucomicrobiota	LTCC3May	0.001239424475939
492	SAR324_clade(Marine_group_B)	LTCC3May	0.000754432289701999
493	Crenarchaeota	LTCC3May	0.000161664062079
494	Firmicutes	LTCC3May	0.000808320310394999
495	others	LTCC3May	0.00118553645524599
496	Bacteroidota	LTCC3Nov	0.228215767634855
497	Cyanobacteria	LTCC3Nov	0.318424314274937
498	Proteobacteria	LTCC3Nov	0.2748289055343
499	Thermoplasmatota	LTCC3Nov	0.0830414398879129
500	Planctomycetota	LTCC3Nov	0.019130247346015
501	Actinobacteriota	LTCC3Nov	0.014926981731961
502	Verrucomicrobiota	LTCC3Nov	0.010993156221372
503	SAR324_clade(Marine_group_B)	LTCC3Nov	0.016381958290672
504	Crenarchaeota	LTCC3Nov	0.016004742145821
505	Firmicutes	LTCC3Nov	0.000323328124158
506	others	LTCC3Nov	0.017729158807997
507	Bacteroidota	LTCMW1Aug	0.346984965242227
