id	PhylumID	SampleID	Abundance
42	Ciliophora	HKBea1Nov	0.000717738227788585
43	Cryptophyta_X:nucl	HKBea1Nov	0.00573279168428991
44	others	HKBea1Nov	0.000581026184210964
45	Chlorophyta_X	HKBea2Aug	0.145650689367072
46	Cryptophyta_X	HKBea2Aug	0.184330434211064
47	Dinoflagellata	HKBea2Aug	0.358807443478513
48	Gyrista	HKBea2Aug	0.205493032933395
49	Rhodophyta_X	HKBea2Aug	0.0166368244299973
50	Picozoa_X	HKBea2Aug	0.0395516958169494
51	Haptophyta_X	HKBea2Aug	0.0138117033017847
52	Cercozoa	HKBea2Aug	0.025635358407199
53	Ciliophora	HKBea2Aug	0.00180955471065694
54	Cryptophyta_X:nucl	HKBea2Aug	0.000488292540901163
55	others	HKBea2Aug	0.00778497080246843
56	Chlorophyta_X	HKBea2Feb	0.65603618691397
57	Cryptophyta_X	HKBea2Feb	0.0156836835927149
58	Dinoflagellata	HKBea2Feb	0.159258731950562
59	Gyrista	HKBea2Feb	0.0311052424597093
60	Rhodophyta_X	HKBea2Feb	0.0159195284563769
61	Picozoa_X	HKBea2Feb	0.0454590979325071
62	Haptophyta_X	HKBea2Feb	0.0682265505212649
63	Cercozoa	HKBea2Feb	0.00123818554696086
64	Ciliophora	HKBea2Feb	0.00508800615364234
65	Cryptophyta_X:nucl	HKBea2Feb	0.000707534598096571
66	others	HKBea2Feb	0.00127725187419492
67	Chlorophyta_X	HKBea2May	0.469715919907408
68	Cryptophyta_X	HKBea2May	0.113907593296147
69	Dinoflagellata	HKBea2May	0.173486414463778
70	Gyrista	HKBea2May	0.0682956272312392
71	Rhodophyta_X	HKBea2May	0.0208503160548049
72	Picozoa_X	HKBea2May	0.0980798867061094
73	Haptophyta_X	HKBea2May	0.0440358674956981
74	Cercozoa	HKBea2May	0.00350285309664676
75	Ciliophora	HKBea2May	0.00127064278982273
76	Cryptophyta_X:nucl	HKBea2May	0.00324338249715462
77	others	HKBea2May	0.00361149646119086
78	Chlorophyta_X	HKBea2Nov	0.353212274142816
79	Cryptophyta_X	HKBea2Nov	0.412766930735308
80	Dinoflagellata	HKBea2Nov	0.0980336372474489
81	Gyrista	HKBea2Nov	0.052721672281939
82	Rhodophyta_X	HKBea2Nov	0.0111343444734925
83	Picozoa_X	HKBea2Nov	0.0262373661824638
84	Haptophyta_X	HKBea2Nov	0.0341747206611382
85	Cercozoa	HKBea2Nov	0
86	Ciliophora	HKBea2Nov	0.00258742192497677
87	Cryptophyta_X:nucl	HKBea2Nov	0.00900301781028045
88	others	HKBea2Nov	0.000128614540135907
89	Chlorophyta_X	HKBea3Aug	0.190166345955731
90	Cryptophyta_X	HKBea3Aug	0.175384830255097
91	Dinoflagellata	HKBea3Aug	0.311633344324779
92	Gyrista	HKBea3Aug	0.169708973584271
93	Rhodophyta_X	HKBea3Aug	0.0452645584008547
94	Picozoa_X	HKBea3Aug	0.034132421074922
95	Haptophyta_X	HKBea3Aug	0.0292563609103216
96	Cercozoa	HKBea3Aug	0.0251163098428452
97	Ciliophora	HKBea3Aug	0.00255709036907006
98	Cryptophyta_X:nucl	HKBea3Aug	0.000644007944623938
99	others	HKBea3Aug	0.0161357573374842
100	Chlorophyta_X	HKBea3Feb	0.453922205992193
101	Cryptophyta_X	HKBea3Feb	0.0206541980169849
102	Dinoflagellata	HKBea3Feb	0.137578496256932
103	Gyrista	HKBea3Feb	0.151056438920041
104	Rhodophyta_X	HKBea3Feb	0.0157581479407962
105	Picozoa_X	HKBea3Feb	0.144352416891734
106	Haptophyta_X	HKBea3Feb	0.0656589497516153
107	Cercozoa	HKBea3Feb	0.00374499194888662
108	Ciliophora	HKBea3Feb	0.00204272288102518
109	Cryptophyta_X:nucl	HKBea3Feb	0.000907876836022541
110	others	HKBea3Feb	0.00432355456376965
111	Chlorophyta_X	HKBea3May	0.533198415594856
112	Cryptophyta_X	HKBea3May	0.0800408850163428
113	Dinoflagellata	HKBea3May	0.128190869811009
114	Gyrista	HKBea3May	0.0846086867030194
115	Rhodophyta_X	HKBea3May	0.0107337376098408
116	Picozoa_X	HKBea3May	0.102686089756668
117	Haptophyta_X	HKBea3May	0.0458867282790172
118	Cercozoa	HKBea3May	0.00391334183674504
119	Ciliophora	HKBea3May	0.00430927995153694
120	Cryptophyta_X:nucl	HKBea3May	0.00292196190349231
121	others	HKBea3May	0.00351000353747188
122	Chlorophyta_X	HKBea3Nov	0.184271416666498
123	Cryptophyta_X	HKBea3Nov	0.553444237912738
124	Dinoflagellata	HKBea3Nov	0.0797235801340158
125	Gyrista	HKBea3Nov	0.0109088678685088
126	Rhodophyta_X	HKBea3Nov	0.0462096014173377
127	Picozoa_X	HKBea3Nov	0.0169781698432327
128	Haptophyta_X	HKBea3Nov	0.094309166111371
129	Cercozoa	HKBea3Nov	0.000220495712351146
130	Ciliophora	HKBea3Nov	0.00177045086630976
131	Cryptophyta_X:nucl	HKBea3Nov	0.0113922784743423
132	others	HKBea3Nov	0.000771734993295081
133	Chlorophyta_X	HKSta1Aug	0.53733772039644
134	Cryptophyta_X	HKSta1Aug	0.0981225402463064
135	Dinoflagellata	HKSta1Aug	0.100700034503251
136	Gyrista	HKSta1Aug	0.0809455331675462
137	Rhodophyta_X	HKSta1Aug	0.0468362692083135
138	Picozoa_X	HKSta1Aug	0.0833262841774189
139	Haptophyta_X	HKSta1Aug	0.0338200138728553
140	Cercozoa	HKSta1Aug	0.0132387554300572
141	Ciliophora	HKSta1Aug	0.000847463582801318
142	Cryptophyta_X:nucl	HKSta1Aug	0.00233625095824539
143	others	HKSta1Aug	0.00248913445676524
144	Chlorophyta_X	HKSta1Feb	0.390974021427608
145	Cryptophyta_X	HKSta1Feb	0.00896323432039469
146	Dinoflagellata	HKSta1Feb	0.18072536692114
147	Gyrista	HKSta1Feb	0.0568005431340776
148	Rhodophyta_X	HKSta1Feb	0.226246345381531
149	Picozoa_X	HKSta1Feb	0.0605018316591052
150	Haptophyta_X	HKSta1Feb	0.0649081275171491
151	Cercozoa	HKSta1Feb	0.00632698893127569
152	Ciliophora	HKSta1Feb	0.00247729529847431
153	Cryptophyta_X:nucl	HKSta1Feb	0.000131812269396634
154	others	HKSta1Feb	0.00194443313984805
155	Chlorophyta_X	HKSta1May	0.916465027160961
156	Cryptophyta_X	HKSta1May	0.0227293692281609
157	Dinoflagellata	HKSta1May	0.0224294546351322
158	Gyrista	HKSta1May	0.00473008164639131
159	Rhodophyta_X	HKSta1May	0.00388709679907138
160	Picozoa_X	HKSta1May	0.00677510044442799
161	Haptophyta_X	HKSta1May	0.0206062962802051
162	Cercozoa	HKSta1May	0.00109275813624036
163	Ciliophora	HKSta1May	0.000520667111830648
164	Cryptophyta_X:nucl	HKSta1May	0.000582804339284483
165	others	HKSta1May	0.00018134421829441
166	Chlorophyta_X	HKSta1Nov	0.202467856811989
167	Cryptophyta_X	HKSta1Nov	0.36450995055252
168	Dinoflagellata	HKSta1Nov	0.0706206542371644
169	Gyrista	HKSta1Nov	0.058424900167891
170	Rhodophyta_X	HKSta1Nov	0.162979444997243
171	Picozoa_X	HKSta1Nov	0.00188467419896423
172	Haptophyta_X	HKSta1Nov	0.119990924000722
173	Cercozoa	HKSta1Nov	0.000209408244308418
174	Ciliophora	HKSta1Nov	0.00016629478222829
175	Cryptophyta_X:nucl	HKSta1Nov	0.0182185172566542
176	others	HKSta1Nov	0.000527374750315723
177	Chlorophyta_X	HKSta2Aug	0.510130746052113
178	Cryptophyta_X	HKSta2Aug	0.128483465543305
179	Dinoflagellata	HKSta2Aug	0.0402753077716531
180	Gyrista	HKSta2Aug	0.0432829772963893
181	Rhodophyta_X	HKSta2Aug	0.0764911412438919
182	Picozoa_X	HKSta2Aug	0.123193548802334
183	Haptophyta_X	HKSta2Aug	0.0597883610268459
184	Cercozoa	HKSta2Aug	0.00398589073512306
185	Ciliophora	HKSta2Aug	0.000169335227275283
186	Cryptophyta_X:nucl	HKSta2Aug	0.000590502330981717
187	others	HKSta2Aug	0.0136087239700876
188	Chlorophyta_X	HKSta2Feb	0.218713704412524
189	Cryptophyta_X	HKSta2Feb	0.00733536722443719
190	Dinoflagellata	HKSta2Feb	0.557635983374664
191	Gyrista	HKSta2Feb	0.0489703128008328
192	Rhodophyta_X	HKSta2Feb	0.082635157329142
193	Picozoa_X	HKSta2Feb	0.042964293759749
194	Haptophyta_X	HKSta2Feb	0.0300899757634802
195	Cercozoa	HKSta2Feb	0.00681141242471264
196	Ciliophora	HKSta2Feb	0.00397589231858615
197	Cryptophyta_X:nucl	HKSta2Feb	0
198	others	HKSta2Feb	0.000867900591872139
199	Chlorophyta_X	HKSta2May	0.939423277380909
200	Cryptophyta_X	HKSta2May	0.0168500649487696
201	Dinoflagellata	HKSta2May	0.0146120346241704
202	Gyrista	HKSta2May	0.00286763482624585
203	Rhodophyta_X	HKSta2May	0.00128167069807352
204	Picozoa_X	HKSta2May	0.0049199617114835
205	Haptophyta_X	HKSta2May	0.0177780129074547
206	Cercozoa	HKSta2May	0.000530584106333317
207	Ciliophora	HKSta2May	0.000493698580062081
208	Cryptophyta_X:nucl	HKSta2May	0.000225096287459925
209	others	HKSta2May	0.0010179639290383
210	Chlorophyta_X	HKSta2Nov	0.212755175928302
211	Cryptophyta_X	HKSta2Nov	0.415648918708339
212	Dinoflagellata	HKSta2Nov	0.163555199470578
213	Gyrista	HKSta2Nov	0.0303018762485
214	Rhodophyta_X	HKSta2Nov	0.0489399849967593
215	Picozoa_X	HKSta2Nov	0.00917952559139374
216	Haptophyta_X	HKSta2Nov	0.0851335430430779
217	Cercozoa	HKSta2Nov	0.00201949563067943
218	Ciliophora	HKSta2Nov	0.00155511962960601
219	Cryptophyta_X:nucl	HKSta2Nov	0.0277833641186145
220	others	HKSta2Nov	0.00312779663415053
221	Chlorophyta_X	HKSta3Aug	0.0317164242247449
222	Cryptophyta_X	HKSta3Aug	0.170643808203656
223	Dinoflagellata	HKSta3Aug	0.372044247076424
224	Gyrista	HKSta3Aug	0.250121606906788
225	Rhodophyta_X	HKSta3Aug	0.0343322117825935
226	Picozoa_X	HKSta3Aug	0.0724791137708823
227	Haptophyta_X	HKSta3Aug	0.0297545835449144
228	Cercozoa	HKSta3Aug	0.0274657694260748
229	Ciliophora	HKSta3Aug	0.00289467667890105
230	Cryptophyta_X:nucl	HKSta3Aug	0.00127156339922816
231	others	HKSta3Aug	0.00727599498579312
232	Chlorophyta_X	HKSta3Feb	0.388716173612739
233	Cryptophyta_X	HKSta3Feb	0.0628007728374085
234	Dinoflagellata	HKSta3Feb	0.320409164715843
235	Gyrista	HKSta3Feb	0.0473879113531942
236	Rhodophyta_X	HKSta3Feb	0.0340979099666997
237	Picozoa_X	HKSta3Feb	0.0808347785417576
238	Haptophyta_X	HKSta3Feb	0.056193355618858
239	Cercozoa	HKSta3Feb	0.00381896591565933
240	Ciliophora	HKSta3Feb	0.00443673981422998
241	Cryptophyta_X:nucl	HKSta3Feb	0
242	others	HKSta3Feb	0.00130422762361126
243	Chlorophyta_X	HKSta3May	0.951067537308447
244	Cryptophyta_X	HKSta3May	0.0130976437068234
245	Dinoflagellata	HKSta3May	0.00663544725962222
246	Gyrista	HKSta3May	0.00308266266049203
247	Rhodophyta_X	HKSta3May	0.0026094774197769
248	Picozoa_X	HKSta3May	0.00288202283951679
249	Haptophyta_X	HKSta3May	0.0192753398810996
250	Cercozoa	HKSta3May	0.000608878064858161
251	Ciliophora	HKSta3May	0.000329510482043922
252	Cryptophyta_X:nucl	HKSta3May	0.000216489978618941
253	others	HKSta3May	0.000194990398700967
254	Chlorophyta_X	HKSta3Nov	0.14203585102611
255	Cryptophyta_X	HKSta3Nov	0.578875001783708
256	Dinoflagellata	HKSta3Nov	0.0764548308077827
257	Gyrista	HKSta3Nov	0.00318160306339539
258	Rhodophyta_X	HKSta3Nov	0.026391177482553
259	Picozoa_X	HKSta3Nov	0.00673524842049427
260	Haptophyta_X	HKSta3Nov	0.145059840103699
261	Cercozoa	HKSta3Nov	0
262	Ciliophora	HKSta3Nov	0.000490522293895595
263	Cryptophyta_X:nucl	HKSta3Nov	0.0116886850881096
264	others	HKSta3Nov	0.00908723993025329
265	Chlorophyta_X	HKSW1Aug	0.136284549990849
266	Cryptophyta_X	HKSW1Aug	0.263483463257024
267	Dinoflagellata	HKSW1Aug	0.11735667123255
268	Gyrista	HKSW1Aug	0.0939697673046315
269	Rhodophyta_X	HKSW1Aug	0.112544660637604
270	Picozoa_X	HKSW1Aug	0.142146251095032
271	Haptophyta_X	HKSW1Aug	0.0811426905886053
272	Cercozoa	HKSW1Aug	0.0133353699482719
273	Ciliophora	HKSW1Aug	0.000491348472354505
274	Cryptophyta_X:nucl	HKSW1Aug	0.00478705587830323
275	others	HKSW1Aug	0.0344581715947749
276	Chlorophyta_X	HKSW1Feb	0.241423910773983
277	Cryptophyta_X	HKSW1Feb	0.0134812212335466
278	Dinoflagellata	HKSW1Feb	0.352370915086142
279	Gyrista	HKSW1Feb	0.201310399487715
280	Rhodophyta_X	HKSW1Feb	0.0489038178328921
281	Picozoa_X	HKSW1Feb	0.0794429108378343
282	Haptophyta_X	HKSW1Feb	0.0405468363194334
283	Cercozoa	HKSW1Feb	0.0140830614654267
284	Ciliophora	HKSW1Feb	0.00414207690185099
285	Cryptophyta_X:nucl	HKSW1Feb	0.000240736093402024
286	others	HKSW1Feb	0.00405411396777389
287	Chlorophyta_X	HKSW1May	0.778933197163865
288	Cryptophyta_X	HKSW1May	0.110617299606835
289	Dinoflagellata	HKSW1May	0.04496177463671
290	Gyrista	HKSW1May	0.0223003423511054
291	Rhodophyta_X	HKSW1May	0.0116435415785758
292	Picozoa_X	HKSW1May	0.0131236527991572
293	Haptophyta_X	HKSW1May	0.0146695467392207
294	Cercozoa	HKSW1May	0.00061397206062579
295	Ciliophora	HKSW1May	0.000216696021408172
296	Cryptophyta_X:nucl	HKSW1May	0.00250705258131075
297	others	HKSW1May	0.000412924461186792
298	Chlorophyta_X	HKSW1Nov	0.23439680279953
299	Cryptophyta_X	HKSW1Nov	0.474597252115218
300	Dinoflagellata	HKSW1Nov	0.0600871073223545
301	Gyrista	HKSW1Nov	0.04196524502326
302	Rhodophyta_X	HKSW1Nov	0.0858343030104067
303	Picozoa_X	HKSW1Nov	0.0168956621701533
304	Haptophyta_X	HKSW1Nov	0.0706200711090948
305	Cercozoa	HKSW1Nov	0.000949194504344339
306	Ciliophora	HKSW1Nov	0.000251257368696528
307	Cryptophyta_X:nucl	HKSW1Nov	0.00822635236680781
308	others	HKSW1Nov	0.00617675221013414
309	Chlorophyta_X	HKSW2Aug	0.116999670104732
310	Cryptophyta_X	HKSW2Aug	0.179028066617876
311	Dinoflagellata	HKSW2Aug	0.266782865726481
312	Gyrista	HKSW2Aug	0.126235480805061
313	Rhodophyta_X	HKSW2Aug	0.0353386758803068
314	Picozoa_X	HKSW2Aug	0.183299483219794
315	Haptophyta_X	HKSW2Aug	0.0685283782042003
316	Cercozoa	HKSW2Aug	0.0153213853714149
317	Ciliophora	HKSW2Aug	0.00235965721239292
318	Cryptophyta_X:nucl	HKSW2Aug	0.00334284771727806
319	others	HKSW2Aug	0.00276348914046232
320	Chlorophyta_X	HKSW2Feb	0.377716465297386
321	Cryptophyta_X	HKSW2Feb	0.0117614062257783
322	Dinoflagellata	HKSW2Feb	0.387767893865447
323	Gyrista	HKSW2Feb	0.115267625188852
324	Rhodophyta_X	HKSW2Feb	0.0124919283505597
325	Picozoa_X	HKSW2Feb	0.0556109968372877
326	Haptophyta_X	HKSW2Feb	0.0223539770500655
327	Cercozoa	HKSW2Feb	0.0107386752506242
328	Ciliophora	HKSW2Feb	0.00257186760226262
329	Cryptophyta_X:nucl	HKSW2Feb	0.000255682744018649
330	others	HKSW2Feb	0.00346348158771781
331	Chlorophyta_X	HKSW2May	0.701034598379426
332	Cryptophyta_X	HKSW2May	0.0819783773755796
333	Dinoflagellata	HKSW2May	0.1336822817951
334	Gyrista	HKSW2May	0.0379867564248919
335	Rhodophyta_X	HKSW2May	0.0152658547289713
336	Picozoa_X	HKSW2May	0.0168809379120717
337	Haptophyta_X	HKSW2May	0.00783204720849378
338	Cercozoa	HKSW2May	0.00139383890991531
339	Ciliophora	HKSW2May	0.000109320698795023
340	Cryptophyta_X:nucl	HKSW2May	0.00299417247387414
341	others	HKSW2May	0.000841814092880866
342	Chlorophyta_X	HKSW2Nov	0.00576664345013469
343	Cryptophyta_X	HKSW2Nov	0.945128217843353
344	Dinoflagellata	HKSW2Nov	0.00748771651213473
345	Gyrista	HKSW2Nov	0.0178854664559474
346	Rhodophyta_X	HKSW2Nov	0.0219132451117539
347	Picozoa_X	HKSW2Nov	0
348	Haptophyta_X	HKSW2Nov	0.00181871062667648
349	Cercozoa	HKSW2Nov	0
350	Ciliophora	HKSW2Nov	0
351	Cryptophyta_X:nucl	HKSW2Nov	0
352	others	HKSW2Nov	0
353	Chlorophyta_X	HKSW3Aug	0.0264076466724031
354	Cryptophyta_X	HKSW3Aug	0.178367438075704
355	Dinoflagellata	HKSW3Aug	0.316091070442477
356	Gyrista	HKSW3Aug	0.154865559115178
357	Rhodophyta_X	HKSW3Aug	0.0822806675241876
358	Picozoa_X	HKSW3Aug	0.139450906113871
359	Haptophyta_X	HKSW3Aug	0.0697717822736742
360	Cercozoa	HKSW3Aug	0.0246471369033234
361	Ciliophora	HKSW3Aug	0.00143075485092561
362	Cryptophyta_X:nucl	HKSW3Aug	0.00194582659711874
363	others	HKSW3Aug	0.00474121143113748
364	Chlorophyta_X	HKSW3Feb	0.25244725037235
365	Cryptophyta_X	HKSW3Feb	0.0762204637871269
366	Dinoflagellata	HKSW3Feb	0.374289451458961
367	Gyrista	HKSW3Feb	0.104594350723225
368	Rhodophyta_X	HKSW3Feb	0.0225172798663814
369	Picozoa_X	HKSW3Feb	0.112480684419842
370	Haptophyta_X	HKSW3Feb	0.0440831253909722
371	Cercozoa	HKSW3Feb	0.00666004052573537
372	Ciliophora	HKSW3Feb	0.00411355444132125
373	Cryptophyta_X:nucl	HKSW3Feb	0.000246668167595162
374	others	HKSW3Feb	0.00234713084648985
375	Chlorophyta_X	HKSW3May	0.596133287819975
376	Cryptophyta_X	HKSW3May	0.136863264919552
377	Dinoflagellata	HKSW3May	0.157045131630646
378	Gyrista	HKSW3May	0.0252219445287404
379	Rhodophyta_X	HKSW3May	0.025587046242684
380	Picozoa_X	HKSW3May	0.0274075670786038
381	Haptophyta_X	HKSW3May	0.024090727747551
382	Cercozoa	HKSW3May	0.000349140981813651
383	Ciliophora	HKSW3May	0.000184839343294625
384	Cryptophyta_X:nucl	HKSW3May	0.00372417047246946
385	others	HKSW3May	0.00339287923467091
386	Chlorophyta_X	HKSW3Nov	0.307619296296391
387	Cryptophyta_X	HKSW3Nov	0.489034799303773
388	Dinoflagellata	HKSW3Nov	0.0302580442144732
389	Gyrista	HKSW3Nov	0.0340150639396118
390	Rhodophyta_X	HKSW3Nov	0.0433829620860952
391	Picozoa_X	HKSW3Nov	0.00432066085933893
392	Haptophyta_X	HKSW3Nov	0.0725400748415824
393	Cercozoa	HKSW3Nov	0.000548655347491969
394	Ciliophora	HKSW3Nov	0.000266259212608223
395	Cryptophyta_X:nucl	HKSW3Nov	0.0166425455304396
396	others	HKSW3Nov	0.00137163836819498
397	Chlorophyta_X	LTCC1Aug	0.0303584947469795
398	Cryptophyta_X	LTCC1Aug	0.0744005877669866
399	Dinoflagellata	LTCC1Aug	0.295872358159267
400	Gyrista	LTCC1Aug	0.47393619921491
401	Rhodophyta_X	LTCC1Aug	0.00458241430286828
402	Picozoa_X	LTCC1Aug	0.0588076502061093
403	Haptophyta_X	LTCC1Aug	0.0203344634607082
404	Cercozoa	LTCC1Aug	0.0140336438007799
405	Ciliophora	LTCC1Aug	0.00294824449537252
406	Cryptophyta_X:nucl	LTCC1Aug	0.00133653750470253
407	others	LTCC1Aug	0.0233894063413159
408	Chlorophyta_X	LTCC1Feb	0.0687697057882535
409	Cryptophyta_X	LTCC1Feb	0.0669479917320712
410	Dinoflagellata	LTCC1Feb	0.563478930411599
411	Gyrista	LTCC1Feb	0.0606630782270841
412	Rhodophyta_X	LTCC1Feb	0.0837988468075479
413	Picozoa_X	LTCC1Feb	0.0669479917320712
414	Haptophyta_X	LTCC1Feb	0.0696805628322847
415	Cercozoa	LTCC1Feb	0.00425066614384414
416	Ciliophora	LTCC1Feb	0.0112517633140641
417	Cryptophyta_X:nucl	LTCC1Feb	0.000354222178441145
418	others	LTCC1Feb	0.00385624083273872
419	Chlorophyta_X	LTCC1May	0.201134619398216
420	Cryptophyta_X	LTCC1May	0.0806575012835818
421	Dinoflagellata	LTCC1May	0.244630164436271
422	Gyrista	LTCC1May	0.354247745621015
423	Rhodophyta_X	LTCC1May	0.0231521864066431
424	Picozoa_X	LTCC1May	0.0388281459649416
425	Haptophyta_X	LTCC1May	0.0327989307554058
426	Cercozoa	LTCC1May	0.0196954363477738
427	Ciliophora	LTCC1May	0.000893742490231691
428	Cryptophyta_X:nucl	LTCC1May	0.000562726753058822
429	others	LTCC1May	0.00339880054286157
430	Chlorophyta_X	LTCC1Nov	0.110213410021755
431	Cryptophyta_X	LTCC1Nov	0.764199702849652
432	Dinoflagellata	LTCC1Nov	0.0536290379146892
433	Gyrista	LTCC1Nov	0.0137805515513377
434	Rhodophyta_X	LTCC1Nov	0.00558042582738882
435	Picozoa_X	LTCC1Nov	0.0116646400926678
436	Haptophyta_X	LTCC1Nov	0.0187564312500032
437	Cercozoa	LTCC1Nov	0.000271270699829483
438	Ciliophora	LTCC1Nov	0.00402118919699362
439	Cryptophyta_X:nucl	LTCC1Nov	0.0177230190573347
440	others	LTCC1Nov	0.000160321538347885
441	Chlorophyta_X	LTCC2Aug	0.0416718669525479
442	Cryptophyta_X	LTCC2Aug	0.141468853669904
443	Dinoflagellata	LTCC2Aug	0.269568094136343
444	Gyrista	LTCC2Aug	0.402073235931823
445	Rhodophyta_X	LTCC2Aug	0.00288295934740688
446	Picozoa_X	LTCC2Aug	0.0868382300576416
447	Haptophyta_X	LTCC2Aug	0.0298779423436824
448	Cercozoa	LTCC2Aug	0.0183461049430472
449	Ciliophora	LTCC2Aug	0.00383109838494991
450	Cryptophyta_X:nucl	LTCC2Aug	0.000815382441831673
451	others	LTCC2Aug	0.00262623179082233
452	Chlorophyta_X	LTCC2Feb	0.0686632381487944
453	Cryptophyta_X	LTCC2Feb	0.0715553716341706
454	Dinoflagellata	LTCC2Feb	0.553783942402197
455	Gyrista	LTCC2Feb	0.0771361919569423
456	Rhodophyta_X	LTCC2Feb	0.0493657267537266
457	Picozoa_X	LTCC2Feb	0.0984322673010771
458	Haptophyta_X	LTCC2Feb	0.0682144587921083
459	Cercozoa	LTCC2Feb	0.00418860711859321
460	Ciliophora	LTCC2Feb	0.00637530642567069
461	Cryptophyta_X:nucl	LTCC2Feb	0.000698101186536918
462	others	LTCC2Feb	0.00158678828018244
463	Chlorophyta_X	LTCC2May	0.369628455152364
464	Cryptophyta_X	LTCC2May	0.0557995136162509
465	Dinoflagellata	LTCC2May	0.195028002305741
466	Gyrista	LTCC2May	0.257297275802749
467	Rhodophyta_X	LTCC2May	0.0235891577412701
468	Picozoa_X	LTCC2May	0.0539041497011907
469	Haptophyta_X	LTCC2May	0.0370408261922175
470	Cercozoa	LTCC2May	0.00545864807100665
471	Ciliophora	LTCC2May	0.000682331008875831
472	Cryptophyta_X:nucl	LTCC2May	0.000758145565341775
473	others	LTCC2May	0.000813494842991869
474	Chlorophyta_X	LTCC2Nov	0.179887013599999
475	Cryptophyta_X	LTCC2Nov	0.722940316252134
476	Dinoflagellata	LTCC2Nov	0.0406492753164194
477	Gyrista	LTCC2Nov	0.0137453852614361
478	Rhodophyta_X	LTCC2Nov	0.00195017696964478
479	Picozoa_X	LTCC2Nov	0.0123959524602283
480	Haptophyta_X	LTCC2Nov	0.00981813233094218
481	Cercozoa	LTCC2Nov	0
482	Ciliophora	LTCC2Nov	0.00157833795284427
483	Cryptophyta_X:nucl	LTCC2Nov	0.0156910790639972
484	others	LTCC2Nov	0.00134433079235463
485	Chlorophyta_X	LTCC3Aug	0.0683827889351734
486	Cryptophyta_X	LTCC3Aug	0.099967540212004
487	Dinoflagellata	LTCC3Aug	0.251625767768738
488	Gyrista	LTCC3Aug	0.421028339204592
489	Rhodophyta_X	LTCC3Aug	0.0306973833538556
490	Picozoa_X	LTCC3Aug	0.0748300713640534
491	Haptophyta_X	LTCC3Aug	0.0267042278052888
492	Cercozoa	LTCC3Aug	0.016014217605183
493	Ciliophora	LTCC3Aug	0.00200391813957963
494	Cryptophyta_X:nucl	LTCC3Aug	0.00465868148555707
495	others	LTCC3Aug	0.00408706412597593
496	Chlorophyta_X	LTCC3Feb	0.112867538001753
497	Cryptophyta_X	LTCC3Feb	0.0424668073234525
498	Dinoflagellata	LTCC3Feb	0.497841331028383
499	Gyrista	LTCC3Feb	0.0861215986625477
500	Rhodophyta_X	LTCC3Feb	0.0452285080177048
501	Picozoa_X	LTCC3Feb	0.129301920786579
502	Haptophyta_X	LTCC3Feb	0.0733435265182804
503	Cercozoa	LTCC3Feb	0.00475374708904217
504	Ciliophora	LTCC3Feb	0.00469782065310316
505	Cryptophyta_X:nucl	LTCC3Feb	0.00190149883504642
506	others	LTCC3Feb	0.0014757030841076
507	Chlorophyta_X	LTCC3May	0.492572369964608
508	Cryptophyta_X	LTCC3May	0.108649500743754
