id	PhylumID	SampleID	Abundance
68	Cyanobacteria	HKBea2May	0.560576012374715
69	Proteobacteria	HKBea2May	0.151546698123211
70	Thermoplasmatota	HKBea2May	0.0697169969248307
71	Actinobacteriota	HKBea2May	0.0694859394777899
72	Planctomycetota	HKBea2May	0.00971335219136692
73	Verrucomicrobiota	HKBea2May	0.00535383216074128
74	SAR324_clade(Marine_group_B)	HKBea2May	0.0091665664656054
75	Crenarchaeota	HKBea2May	0.000524231742305468
76	Marinimicrobia_(SAR406_clade)	HKBea2May	0.00545201011997687
77	others	HKBea2May	0.00445256812769579
78	Bacteroidota	HKBea2Nov	0.107338258605741
79	Cyanobacteria	HKBea2Nov	0.405489905596545
80	Proteobacteria	HKBea2Nov	0.176500361067412
81	Thermoplasmatota	HKBea2Nov	0.119785727888062
82	Actinobacteriota	HKBea2Nov	0.0549154747003455
83	Planctomycetota	HKBea2Nov	0.0214645081941867
84	Verrucomicrobiota	HKBea2Nov	0.0135917383234319
85	SAR324_clade(Marine_group_B)	HKBea2Nov	0.0363717512067063
86	Crenarchaeota	HKBea2Nov	0.0230790536464109
87	Marinimicrobia_(SAR406_clade)	HKBea2Nov	0.0192824993669147
88	others	HKBea2Nov	0.0221807214042442
89	Bacteroidota	HKBea3Aug	0.446375033712672
90	Cyanobacteria	HKBea3Aug	0.00548273386166405
91	Proteobacteria	HKBea3Aug	0.36723911097001
92	Thermoplasmatota	HKBea3Aug	0.0389167098649757
93	Actinobacteriota	HKBea3Aug	0.0126528735464546
94	Planctomycetota	HKBea3Aug	0.0462184459574923
95	Verrucomicrobiota	HKBea3Aug	0.019499229418078
96	SAR324_clade(Marine_group_B)	HKBea3Aug	0.0190189855722161
97	Crenarchaeota	HKBea3Aug	0.00860155126381634
98	Marinimicrobia_(SAR406_clade)	HKBea3Aug	0.000286718375460545
99	others	HKBea3Aug	0.0357086074571599
100	Bacteroidota	HKBea3Feb	0.486433632469412
101	Cyanobacteria	HKBea3Feb	0.00439220521318637
102	Proteobacteria	HKBea3Feb	0.142235356067058
103	Thermoplasmatota	HKBea3Feb	0.318217818629061
104	Actinobacteriota	HKBea3Feb	0.0148275963023665
105	Planctomycetota	HKBea3Feb	0.010242287903909
106	Verrucomicrobiota	HKBea3Feb	0.009208613922331
107	SAR324_clade(Marine_group_B)	HKBea3Feb	0.00202041439791879
108	Crenarchaeota	HKBea3Feb	0.00450001388627367
109	Marinimicrobia_(SAR406_clade)	HKBea3Feb	0.00606124319375637
110	others	HKBea3Feb	0.00186081801472759
111	Bacteroidota	HKBea3May	0.185728702038405
112	Cyanobacteria	HKBea3May	0.35300021784665
113	Proteobacteria	HKBea3May	0.201656635829596
114	Thermoplasmatota	HKBea3May	0.202882756181189
115	Actinobacteriota	HKBea3May	0.00965460364600683
116	Planctomycetota	HKBea3May	0.00809956130369328
117	Verrucomicrobiota	HKBea3May	0.00955774892294069
118	SAR324_clade(Marine_group_B)	HKBea3May	0.0165416072242415
119	Crenarchaeota	HKBea3May	0.00304446758728371
120	Marinimicrobia_(SAR406_clade)	HKBea3May	0.0044652191280161
121	others	HKBea3May	0.00536848029197778
122	Bacteroidota	HKBea3Nov	0.103879918324953
123	Cyanobacteria	HKBea3Nov	0.320166218647212
124	Proteobacteria	HKBea3Nov	0.124176661695544
125	Thermoplasmatota	HKBea3Nov	0.104853860167508
126	Actinobacteriota	HKBea3Nov	0.11546010308894
127	Planctomycetota	HKBea3Nov	0.0627651012060106
128	Verrucomicrobiota	HKBea3Nov	0.0198516451501981
129	SAR324_clade(Marine_group_B)	HKBea3Nov	0.0715943372902327
130	Crenarchaeota	HKBea3Nov	0.0249660705994688
131	Marinimicrobia_(SAR406_clade)	HKBea3Nov	0.013277835300092
132	others	HKBea3Nov	0.0390082485298413
133	Bacteroidota	HKSta1Feb	0.599801214803835
134	Cyanobacteria	HKSta1Feb	0.0223872549197471
135	Proteobacteria	HKSta1Feb	0.185810069048902
136	Thermoplasmatota	HKSta1Feb	0.154593657845717
137	Actinobacteriota	HKSta1Feb	0.0122911616796282
138	Planctomycetota	HKSta1Feb	0.0116096060284618
139	Verrucomicrobiota	HKSta1Feb	0.00712720449248863
140	SAR324_clade(Marine_group_B)	HKSta1Feb	0.000323342533333674
141	Crenarchaeota	HKSta1Feb	0.00247895942222484
142	Marinimicrobia_(SAR406_clade)	HKSta1Feb	0.00183227435555749
143	others	HKSta1Feb	0.00174525487010391
144	Bacteroidota	HKSta1May	0.208031989097935
145	Cyanobacteria	HKSta1May	0.366686716613856
146	Proteobacteria	HKSta1May	0.144299664114414
147	Thermoplasmatota	HKSta1May	0.124588989821059
148	Actinobacteriota	HKSta1May	0.112331138894726
149	Planctomycetota	HKSta1May	0.0149113574463058
150	Verrucomicrobiota	HKSta1May	0.00308506069995254
151	SAR324_clade(Marine_group_B)	HKSta1May	0.00947987984959773
152	Crenarchaeota	HKSta1May	0.000397360233210723
153	Marinimicrobia_(SAR406_clade)	HKSta1May	0.00675512396458229
154	others	HKSta1May	0.00943271926436151
155	Bacteroidota	HKSta1Nov	0.144570259234754
156	Cyanobacteria	HKSta1Nov	0.351262006757247
157	Proteobacteria	HKSta1Nov	0.284596448590044
158	Thermoplasmatota	HKSta1Nov	0.0720554520817705
159	Actinobacteriota	HKSta1Nov	0.0545500656141846
160	Planctomycetota	HKSta1Nov	0.0344651355463029
161	Verrucomicrobiota	HKSta1Nov	0.0197523645588132
162	SAR324_clade(Marine_group_B)	HKSta1Nov	0.01095991499529
163	Crenarchaeota	HKSta1Nov	0.0101401672551233
164	Marinimicrobia_(SAR406_clade)	HKSta1Nov	0.000353726764713604
165	others	HKSta1Nov	0.0172944586017577
166	Bacteroidota	HKSta2Feb	0.624480643948319
167	Cyanobacteria	HKSta2Feb	0.00191905422379782
168	Proteobacteria	HKSta2Feb	0.216017586528054
169	Thermoplasmatota	HKSta2Feb	0.127670143991411
170	Actinobacteriota	HKSta2Feb	0.00931379563913237
171	Planctomycetota	HKSta2Feb	0.00661504867947236
172	Verrucomicrobiota	HKSta2Feb	0.0100702475235408
173	SAR324_clade(Marine_group_B)	HKSta2Feb	0.000380347995907792
174	Crenarchaeota	HKSta2Feb	0.000665608992838636
175	Marinimicrobia_(SAR406_clade)	HKSta2Feb	0.00190173997953896
176	others	HKSta2Feb	0.000965782497986956
177	Bacteroidota	HKSta2May	0.15668224986385
178	Cyanobacteria	HKSta2May	0.483110638932514
179	Proteobacteria	HKSta2May	0.138214071410154
180	Thermoplasmatota	HKSta2May	0.0708262896851849
181	Actinobacteriota	HKSta2May	0.114399138902751
182	Planctomycetota	HKSta2May	0.0109417164558485
183	Verrucomicrobiota	HKSta2May	0.00400908088747686
184	SAR324_clade(Marine_group_B)	HKSta2May	0.00806993421669501
185	Crenarchaeota	HKSta2May	0.000720267352660934
186	Marinimicrobia_(SAR406_clade)	HKSta2May	0.00812873155145912
187	others	HKSta2May	0.00489788074140651
188	Bacteroidota	HKSta2Nov	0.138679016495482
189	Cyanobacteria	HKSta2Nov	0.574688657223875
190	Proteobacteria	HKSta2Nov	0.103588183847624
191	Thermoplasmatota	HKSta2Nov	0.0397241720646279
192	Actinobacteriota	HKSta2Nov	0.0516530219678206
193	Planctomycetota	HKSta2Nov	0.0279452476520825
194	Verrucomicrobiota	HKSta2Nov	0.0130071170161194
195	SAR324_clade(Marine_group_B)	HKSta2Nov	0.0276156998384541
196	Crenarchaeota	HKSta2Nov	0.00644821229925246
197	Marinimicrobia_(SAR406_clade)	HKSta2Nov	0.00225175667592943
198	others	HKSta2Nov	0.0143989149187328
199	Bacteroidota	HKSta3Aug	0.416349629047984
200	Cyanobacteria	HKSta3Aug	0.00688835192175857
201	Proteobacteria	HKSta3Aug	0.321148543730915
202	Thermoplasmatota	HKSta3Aug	0.0574017883184063
203	Actinobacteriota	HKSta3Aug	0.0112031251510365
204	Planctomycetota	HKSta3Aug	0.0814120793410972
205	Verrucomicrobiota	HKSta3Aug	0.0412159931754601
206	SAR324_clade(Marine_group_B)	HKSta3Aug	0.018353466528467
207	Crenarchaeota	HKSta3Aug	0.0113616697557177
208	Marinimicrobia_(SAR406_clade)	HKSta3Aug	0.00116529946212489
209	others	HKSta3Aug	0.0335000535670328
210	Bacteroidota	HKSta3Feb	0.774214026718868
211	Cyanobacteria	HKSta3Feb	0.00228391876276088
212	Proteobacteria	HKSta3Feb	0.131667729060492
213	Thermoplasmatota	HKSta3Feb	0.0641655556845964
214	Actinobacteriota	HKSta3Feb	0.0061210693443645
215	Planctomycetota	HKSta3Feb	0.0088116760431771
216	Verrucomicrobiota	HKSta3Feb	0.00975843196833521
217	SAR324_clade(Marine_group_B)	HKSta3Feb	0.000189108473572107
218	Crenarchaeota	HKSta3Feb	0.000661879657502376
219	Marinimicrobia_(SAR406_clade)	HKSta3Feb	0.000661879657502376
220	others	HKSta3Feb	0.00146472462882918
221	Bacteroidota	HKSta3May	0.122625103736056
222	Cyanobacteria	HKSta3May	0.605671030225376
223	Proteobacteria	HKSta3May	0.103123821825501
224	Thermoplasmatota	HKSta3May	0.0509791362071656
225	Actinobacteriota	HKSta3May	0.0875547895514767
226	Planctomycetota	HKSta3May	0.0108367306905786
227	Verrucomicrobiota	HKSta3May	0.00370686124944373
228	SAR324_clade(Marine_group_B)	HKSta3May	0.00587279649119971
229	Crenarchaeota	HKSta3May	0.000524356829571402
230	Marinimicrobia_(SAR406_clade)	HKSta3May	0.0048240828320569
231	others	HKSta3May	0.00428129036157365
232	Bacteroidota	HKSta3Nov	0.128506454043006
233	Cyanobacteria	HKSta3Nov	0.607677173671386
234	Proteobacteria	HKSta3Nov	0.117299979033106
235	Thermoplasmatota	HKSta3Nov	0.0298127745933975
236	Actinobacteriota	HKSta3Nov	0.045914005727093
237	Planctomycetota	HKSta3Nov	0.0180447369888399
238	Verrucomicrobiota	HKSta3Nov	0.00836250695308567
239	SAR324_clade(Marine_group_B)	HKSta3Nov	0.023560731846272
240	Crenarchaeota	HKSta3Nov	0.00532787723561837
241	Marinimicrobia_(SAR406_clade)	HKSta3Nov	0.00153688766412068
242	others	HKSta3Nov	0.0139568722440757
243	Bacteroidota	HKSW1Aug	0.350559097068793
244	Cyanobacteria	HKSW1Aug	0.00216428462895345
245	Proteobacteria	HKSW1Aug	0.256113627908651
246	Thermoplasmatota	HKSW1Aug	0.104634499410197
247	Actinobacteriota	HKSW1Aug	0.0129324472867626
248	Planctomycetota	HKSW1Aug	0.13341848084916
249	Verrucomicrobiota	HKSW1Aug	0.0418965485763568
250	SAR324_clade(Marine_group_B)	HKSW1Aug	0.0362292382710133
251	Crenarchaeota	HKSW1Aug	0.0350488370240881
252	Marinimicrobia_(SAR406_clade)	HKSW1Aug	0.00190680201426386
253	others	HKSW1Aug	0.0250961369617602
254	Bacteroidota	HKSW1Feb	0.52568672481817
255	Cyanobacteria	HKSW1Feb	0.00054663114650788
256	Proteobacteria	HKSW1Feb	0.265965880102601
257	Thermoplasmatota	HKSW1Feb	0.181937408322488
258	Actinobacteriota	HKSW1Feb	0.00604206123285279
259	Planctomycetota	HKSW1Feb	0.00650894706116172
260	Verrucomicrobiota	HKSW1Feb	0.0092118490246998
261	SAR324_clade(Marine_group_B)	HKSW1Feb	0.000377175491108353
262	Crenarchaeota	HKSW1Feb	0.00179158358276468
263	Marinimicrobia_(SAR406_clade)	HKSW1Feb	0.000754350982216707
264	others	HKSW1Feb	0.00117738823542923
265	Bacteroidota	HKSW1May	0.222157686186512
266	Cyanobacteria	HKSW1May	0.426125345030093
267	Proteobacteria	HKSW1May	0.233619920274891
268	Thermoplasmatota	HKSW1May	0.0887818298678638
269	Actinobacteriota	HKSW1May	0.00782772588870385
270	Planctomycetota	HKSW1May	0.00676993522883374
271	Verrucomicrobiota	HKSW1May	0.00546153027210485
272	SAR324_clade(Marine_group_B)	HKSW1May	0.004003159655309
273	Crenarchaeota	HKSW1May	0.00111682352698415
274	Marinimicrobia_(SAR406_clade)	HKSW1May	0.000710705880808094
275	others	HKSW1May	0.00342533818789659
276	Bacteroidota	HKSW1Nov	0.153249064463191
277	Cyanobacteria	HKSW1Nov	0.553882578694036
278	Proteobacteria	HKSW1Nov	0.0928390084522932
279	Thermoplasmatota	HKSW1Nov	0.0341276435286796
280	Actinobacteriota	HKSW1Nov	0.0790709868111836
281	Planctomycetota	HKSW1Nov	0.035104601699085
282	Verrucomicrobiota	HKSW1Nov	0.00720065532344337
283	SAR324_clade(Marine_group_B)	HKSW1Nov	0.0193160084139509
284	Crenarchaeota	HKSW1Nov	0.00519406086824839
285	Marinimicrobia_(SAR406_clade)	HKSW1Nov	0.00179794414670137
286	others	HKSW1Nov	0.0182174475991875
287	Bacteroidota	HKSW2Aug	0.335976454806482
288	Cyanobacteria	HKSW2Aug	0.00664895596920944
289	Proteobacteria	HKSW2Aug	0.221806069037294
290	Thermoplasmatota	HKSW2Aug	0.133265063983473
291	Actinobacteriota	HKSW2Aug	0.0100079797271293
292	Planctomycetota	HKSW2Aug	0.156811837416421
293	Verrucomicrobiota	HKSW2Aug	0.0331269808965394
294	SAR324_clade(Marine_group_B)	HKSW2Aug	0.0258147199165856
295	Crenarchaeota	HKSW2Aug	0.0284262242104665
296	Marinimicrobia_(SAR406_clade)	HKSW2Aug	0.00338189805719376
297	others	HKSW2Aug	0.0447338159792067
298	Bacteroidota	HKSW2Feb	0.622919845338254
299	Cyanobacteria	HKSW2Feb	0.000815077065028129
300	Proteobacteria	HKSW2Feb	0.209804324976322
301	Thermoplasmatota	HKSW2Feb	0.139226030368368
302	Actinobacteriota	HKSW2Feb	0.0071783472936209
303	Planctomycetota	HKSW2Feb	0.00901485724010978
304	Verrucomicrobiota	HKSW2Feb	0.00812001007893251
305	SAR324_clade(Marine_group_B)	HKSW2Feb	0.000187467724954595
306	Crenarchaeota	HKSW2Feb	0.00131227407468216
307	Marinimicrobia_(SAR406_clade)	HKSW2Feb	0.00074987089981838
308	others	HKSW2Feb	0.000671894939909934
309	Bacteroidota	HKSW2May	0.33602738257797
310	Cyanobacteria	HKSW2May	0.383320469468762
311	Proteobacteria	HKSW2May	0.124941777854537
312	Thermoplasmatota	HKSW2May	0.0846021000999543
313	Actinobacteriota	HKSW2May	0.0276965994004955
314	Planctomycetota	HKSW2May	0.0139850232189099
315	Verrucomicrobiota	HKSW2May	0.00478689522713459
316	SAR324_clade(Marine_group_B)	HKSW2May	0.00849915849517138
317	Crenarchaeota	HKSW2May	0.00161066963019135
318	Marinimicrobia_(SAR406_clade)	HKSW2May	0.00573801055755668
319	others	HKSW2May	0.00879191346931707
320	Bacteroidota	HKSW2Nov	0.0279301250107217
321	Cyanobacteria	HKSW2Nov	0.0535696932249895
322	Proteobacteria	HKSW2Nov	0.841587372487898
323	Thermoplasmatota	HKSW2Nov	0.0226758076427854
324	Actinobacteriota	HKSW2Nov	0
325	Planctomycetota	HKSW2Nov	0.0181411161926694
326	Verrucomicrobiota	HKSW2Nov	0.0188979267808484
327	SAR324_clade(Marine_group_B)	HKSW2Nov	0.00679361109658614
328	Crenarchaeota	HKSW2Nov	0.00175318996040933
329	Marinimicrobia_(SAR406_clade)	HKSW2Nov	0.00635531360648381
330	others	HKSW2Nov	0.00229584399660898
331	Bacteroidota	HKSW3Aug	0.260216293425013
332	Cyanobacteria	HKSW3Aug	0.00831508413918488
333	Proteobacteria	HKSW3Aug	0.184322237515876
334	Thermoplasmatota	HKSW3Aug	0.174267657855007
335	Actinobacteriota	HKSW3Aug	0.0175101846729758
336	Planctomycetota	HKSW3Aug	0.165890897915283
337	Verrucomicrobiota	HKSW3Aug	0.027617310109061
338	SAR324_clade(Marine_group_B)	HKSW3Aug	0.0324319591684977
339	Crenarchaeota	HKSW3Aug	0.0900517685140633
340	Marinimicrobia_(SAR406_clade)	HKSW3Aug	0.00445887397496818
341	others	HKSW3Aug	0.0349177327100706
342	Bacteroidota	HKSW3Feb	0.541197992910613
343	Cyanobacteria	HKSW3Feb	0.00270411637485347
344	Proteobacteria	HKSW3Feb	0.339995867892783
345	Thermoplasmatota	HKSW3Feb	0.0815610993518862
346	Actinobacteriota	HKSW3Feb	0.00762076115859902
347	Planctomycetota	HKSW3Feb	0.00619976381886405
348	Verrucomicrobiota	HKSW3Feb	0.0176192463630419
349	SAR324_clade(Marine_group_B)	HKSW3Feb	0
350	Crenarchaeota	HKSW3Feb	0.000499778651361339
351	Marinimicrobia_(SAR406_clade)	HKSW3Feb	0.00209907033571762
352	others	HKSW3Feb	0.000502303142281058
353	Bacteroidota	HKSW3May	0.106350482794218
354	Cyanobacteria	HKSW3May	0.690206914485067
355	Proteobacteria	HKSW3May	0.0838135435634335
356	Thermoplasmatota	HKSW3May	0.09720483960794
357	Actinobacteriota	HKSW3May	0.00621986833525076
358	Planctomycetota	HKSW3May	0.0047606624864127
359	Verrucomicrobiota	HKSW3May	0.00253569226742365
360	SAR324_clade(Marine_group_B)	HKSW3May	0.0031032307675561
361	Crenarchaeota	HKSW3May	0.000535039787509673
362	Marinimicrobia_(SAR406_clade)	HKSW3May	0.00224716710754063
363	others	HKSW3May	0.00302255879764823
364	Bacteroidota	HKSW3Nov	0.131671549218713
365	Cyanobacteria	HKSW3Nov	0.597140047988041
366	Proteobacteria	HKSW3Nov	0.132216727618298
367	Thermoplasmatota	HKSW3Nov	0.0633272703821629
368	Actinobacteriota	HKSW3Nov	0.0098677247900997
369	Planctomycetota	HKSW3Nov	0.016460424709716
370	Verrucomicrobiota	HKSW3Nov	0.0118784668779026
371	SAR324_clade(Marine_group_B)	HKSW3Nov	0.0197682766116599
372	Crenarchaeota	HKSW3Nov	0.0115140491584901
373	Marinimicrobia_(SAR406_clade)	HKSW3Nov	0.000942058567512828
374	others	HKSW3Nov	0.005213404077404
375	Bacteroidota	LTCC1Aug	0.477170025988896
376	Cyanobacteria	LTCC1Aug	0.0376155827495336
377	Proteobacteria	LTCC1Aug	0.237875074627487
378	Thermoplasmatota	LTCC1Aug	0.0481117949982401
379	Actinobacteriota	LTCC1Aug	0.0109244356010348
380	Planctomycetota	LTCC1Aug	0.132019593357248
381	Verrucomicrobiota	LTCC1Aug	0.0154965963427211
382	SAR324_clade(Marine_group_B)	LTCC1Aug	0.0086715581211909
383	Crenarchaeota	LTCC1Aug	0.0073374722563923
384	Marinimicrobia_(SAR406_clade)	LTCC1Aug	0.000857626627370529
385	others	LTCC1Aug	0.0239202393298855
386	Bacteroidota	LTCC1Feb	0.521690023690607
387	Cyanobacteria	LTCC1Feb	0
388	Proteobacteria	LTCC1Feb	0.424599135968259
389	Thermoplasmatota	LTCC1Feb	0.0109527966615758
390	Actinobacteriota	LTCC1Feb	0.000143577853340289
391	Planctomycetota	LTCC1Feb	0.000744382799368585
392	Verrucomicrobiota	LTCC1Feb	0.0408927054803868
393	SAR324_clade(Marine_group_B)	LTCC1Feb	0
394	Crenarchaeota	LTCC1Feb	0.000466628023495928
395	Marinimicrobia_(SAR406_clade)	LTCC1Feb	0
396	others	LTCC1Feb	0.000510749522966703
397	Bacteroidota	LTCC1May	0.338897655250152
398	Cyanobacteria	LTCC1May	0.173628730752055
399	Proteobacteria	LTCC1May	0.385335151644869
400	Thermoplasmatota	LTCC1May	0.0842359496892211
401	Actinobacteriota	LTCC1May	0.0061482803711313
402	Planctomycetota	LTCC1May	0.00251680567538956
403	Verrucomicrobiota	LTCC1May	0.00254384887928794
404	SAR324_clade(Marine_group_B)	LTCC1May	0.0017240420517354
405	Crenarchaeota	LTCC1May	0.0005746806839118
406	Marinimicrobia_(SAR406_clade)	LTCC1May	0.0011493613678236
407	others	LTCC1May	0.00324549363442395
408	Bacteroidota	LTCC1Nov	0.196421204684692
409	Cyanobacteria	LTCC1Nov	0.354220923330531
410	Proteobacteria	LTCC1Nov	0.186195713171836
411	Thermoplasmatota	LTCC1Nov	0.133191119747323
412	Actinobacteriota	LTCC1Nov	0.0193376571703877
413	Planctomycetota	LTCC1Nov	0.0200217611813592
414	Verrucomicrobiota	LTCC1Nov	0.00953914338097005
415	SAR324_clade(Marine_group_B)	LTCC1Nov	0.028264724215726
416	Crenarchaeota	LTCC1Nov	0.0371861095072404
417	Marinimicrobia_(SAR406_clade)	LTCC1Nov	0.00425563106077411
418	others	LTCC1Nov	0.011366012549161
419	Bacteroidota	LTCC2Aug	0.291025585521522
420	Cyanobacteria	LTCC2Aug	0.0637271080814354
421	Proteobacteria	LTCC2Aug	0.471931638648072
422	Thermoplasmatota	LTCC2Aug	0.019637266707514
423	Actinobacteriota	LTCC2Aug	0.02319937892781
424	Planctomycetota	LTCC2Aug	0.0656555169737883
425	Verrucomicrobiota	LTCC2Aug	0.0173716480782658
426	SAR324_clade(Marine_group_B)	LTCC2Aug	0.0210079397834091
427	Crenarchaeota	LTCC2Aug	0.00840317591336365
428	Marinimicrobia_(SAR406_clade)	LTCC2Aug	0.00107482482612791
429	others	LTCC2Aug	0.0169659165386921
430	Bacteroidota	LTCC2Feb	0.518965954752417
431	Cyanobacteria	LTCC2Feb	0.00181159876013556
432	Proteobacteria	LTCC2Feb	0.416947245128077
433	Thermoplasmatota	LTCC2Feb	0.0277995490975011
434	Actinobacteriota	LTCC2Feb	0.0011718779478162
435	Planctomycetota	LTCC2Feb	0.000952311431442146
436	Verrucomicrobiota	LTCC2Feb	0.0313357469239276
437	SAR324_clade(Marine_group_B)	LTCC2Feb	9.37502358252963e-05
438	Crenarchaeota	LTCC2Feb	0.000187500471650593
439	Marinimicrobia_(SAR406_clade)	LTCC2Feb	0
440	others	LTCC2Feb	0.000734465251208016
441	Bacteroidota	LTCC2May	0.265452424657083
442	Cyanobacteria	LTCC2May	0.340264153290491
443	Proteobacteria	LTCC2May	0.315673006050936
444	Thermoplasmatota	LTCC2May	0.0696943492731165
445	Actinobacteriota	LTCC2May	0.00435377259317327
446	Planctomycetota	LTCC2May	0.00114689794534228
447	Verrucomicrobiota	LTCC2May	0.000638100814141006
448	SAR324_clade(Marine_group_B)	LTCC2May	0.0010734301392403
449	Crenarchaeota	LTCC2May	0.000390338232451017
450	Marinimicrobia_(SAR406_clade)	LTCC2May	0
451	others	LTCC2May	0.00131352700402565
452	Bacteroidota	LTCC2Nov	0.145793441016808
453	Cyanobacteria	LTCC2Nov	0.447160268106683
454	Proteobacteria	LTCC2Nov	0.174664101487407
455	Thermoplasmatota	LTCC2Nov	0.120377852686828
456	Actinobacteriota	LTCC2Nov	0.0216092889560469
457	Planctomycetota	LTCC2Nov	0.0115121327654429
458	Verrucomicrobiota	LTCC2Nov	0.00734012228682236
459	SAR324_clade(Marine_group_B)	LTCC2Nov	0.0281532282423952
460	Crenarchaeota	LTCC2Nov	0.0284725372353463
461	Marinimicrobia_(SAR406_clade)	LTCC2Nov	0.00505490697294192
462	others	LTCC2Nov	0.00986212024327893
463	Bacteroidota	LTCC3Aug	0.363592801230805
464	Cyanobacteria	LTCC3Aug	0.0807431446056187
465	Proteobacteria	LTCC3Aug	0.425380876012904
466	Thermoplasmatota	LTCC3Aug	0.0133917625948776
467	Actinobacteriota	LTCC3Aug	0.0263657991053459
468	Planctomycetota	LTCC3Aug	0.0499181993328856
469	Verrucomicrobiota	LTCC3Aug	0.0130360483331611
470	SAR324_clade(Marine_group_B)	LTCC3Aug	0.0119920684382132
471	Crenarchaeota	LTCC3Aug	0.00234172897833925
472	Marinimicrobia_(SAR406_clade)	LTCC3Aug	0.000195144081528271
473	others	LTCC3Aug	0.0130424272863222
474	Bacteroidota	LTCC3Feb	0.698496667690096
475	Cyanobacteria	LTCC3Feb	0.00464145424043232
476	Proteobacteria	LTCC3Feb	0.26054862943096
477	Thermoplasmatota	LTCC3Feb	0.00691037941679544
478	Actinobacteriota	LTCC3Feb	0.00122452638916815
479	Planctomycetota	LTCC3Feb	0.00151960264568521
480	Verrucomicrobiota	LTCC3Feb	0.0256095976999845
