id	PhylumID	SampleID	Abundance	Region	Site	Season	Site2	Month	Site2avgrela
564	Proteobacteria	LTCMW2Feb	0.414973414	LT	CMW2	Feb	CMW	2	
608	Proteobacteria	LTCMW3Feb	0.450887093	LT	CMW3	Feb	CMW	2	
525	SAR324_clade(Marine_group_B)	LTCMW1Feb	0	LT	CMW1	Feb	CMW	2	0.00018933
569	SAR324_clade(Marine_group_B)	LTCMW2Feb	0.000380903	LT	CMW2	Feb	CMW	2	
613	SAR324_clade(Marine_group_B)	LTCMW3Feb	0.000187086	LT	CMW3	Feb	CMW	2	
521	Thermoplasmatota	LTCMW1Feb	0.028693088	LT	CMW1	Feb	CMW	2	0.033883048
565	Thermoplasmatota	LTCMW2Feb	0.03339515	LT	CMW2	Feb	CMW	2	
609	Thermoplasmatota	LTCMW3Feb	0.039560906	LT	CMW3	Feb	CMW	2	
524	Verrucomicrobiota	LTCMW1Feb	0.019791071	LT	CMW1	Feb	CMW	2	0.022772329
568	Verrucomicrobiota	LTCMW2Feb	0.028951445	LT	CMW2	Feb	CMW	2	
612	Verrucomicrobiota	LTCMW3Feb	0.01957447	LT	CMW3	Feb	CMW	2	
940	Actinobacteriota	SKLKW1Feb	0.03259027	SK	LKW1	Feb	LKW	2	0.057592769
984	Actinobacteriota	SKLKW2Feb	0.057505981	SK	LKW2	Feb	LKW	2	
1028	Actinobacteriota	SKLKW3Feb	0.082682057	SK	LKW3	Feb	LKW	2	
936	Bacteroidota	SKLKW1Feb	0.524570661	SK	LKW1	Feb	LKW	2	0.52591023
980	Bacteroidota	SKLKW2Feb	0.512192835	SK	LKW2	Feb	LKW	2	
1024	Bacteroidota	SKLKW3Feb	0.540967193	SK	LKW3	Feb	LKW	2	
944	Crenarchaeota	SKLKW1Feb	0.003468124	SK	LKW1	Feb	LKW	2	0.004000606
988	Crenarchaeota	SKLKW2Feb	0.003747028	SK	LKW2	Feb	LKW	2	
1032	Crenarchaeota	SKLKW3Feb	0.004786665	SK	LKW3	Feb	LKW	2	
937	Cyanobacteria	SKLKW1Feb	0.022188023	SK	LKW1	Feb	LKW	2	0.017794141
981	Cyanobacteria	SKLKW2Feb	0.027461427	SK	LKW2	Feb	LKW	2	
1025	Cyanobacteria	SKLKW3Feb	0.003732971	SK	LKW3	Feb	LKW	2	
945	Marinimicrobia_(SAR406_clade)	SKLKW1Feb	0.007404913	SK	LKW1	Feb	LKW	2	0.011463882
989	Marinimicrobia_(SAR406_clade)	SKLKW2Feb	0.012063602	SK	LKW2	Feb	LKW	2	
1033	Marinimicrobia_(SAR406_clade)	SKLKW3Feb	0.014923131	SK	LKW3	Feb	LKW	2	
946	others	SKLKW1Feb	0.010155119	SK	LKW1	Feb	LKW	2	0.01391319
990	others	SKLKW2Feb	0.011406365	SK	LKW2	Feb	LKW	2	
1034	others	SKLKW3Feb	0.020178087	SK	LKW3	Feb	LKW	2	
941	Planctomycetota	SKLKW1Feb	0.02475832	SK	LKW1	Feb	LKW	2	0.044670733
985	Planctomycetota	SKLKW2Feb	0.054679354	SK	LKW2	Feb	LKW	2	
1029	Planctomycetota	SKLKW3Feb	0.054574526	SK	LKW3	Feb	LKW	2	
938	Proteobacteria	SKLKW1Feb	0.295883348	SK	LKW1	Feb	LKW	2	0.236186732
982	Proteobacteria	SKLKW2Feb	0.2195291	SK	LKW2	Feb	LKW	2	
1026	Proteobacteria	SKLKW3Feb	0.19314775	SK	LKW3	Feb	LKW	2	
943	SAR324_clade(Marine_group_B)	SKLKW1Feb	0.000562398	SK	LKW1	Feb	LKW	2	0.000995134
987	SAR324_clade(Marine_group_B)	SKLKW2Feb	0.000639736	SK	LKW2	Feb	LKW	2	
1031	SAR324_clade(Marine_group_B)	SKLKW3Feb	0.001783267	SK	LKW3	Feb	LKW	2	
939	Thermoplasmatota	SKLKW1Feb	0.069453607	SK	LKW1	Feb	LKW	2	0.080316552
983	Thermoplasmatota	SKLKW2Feb	0.095008481	SK	LKW2	Feb	LKW	2	
1027	Thermoplasmatota	SKLKW3Feb	0.076487566	SK	LKW3	Feb	LKW	2	
942	Verrucomicrobiota	SKLKW1Feb	0.008965216	SK	LKW1	Feb	LKW	2	0.007156031
986	Verrucomicrobiota	SKLKW2Feb	0.00576609	SK	LKW2	Feb	LKW	2	
1030	Verrucomicrobiota	SKLKW3Feb	0.006736787	SK	LKW3	Feb	LKW	2	
654	Actinobacteriota	LTPC1Feb	0.003918456	LT	PC1	Feb	PC	2	0.002634019
731	Actinobacteriota	LTPC3Feb	0.001349582	LT	PC3	Feb	PC	2	
650	Bacteroidota	LTPC1Feb	0.406405945	LT	PC1	Feb	PC	2	0.463976425
727	Bacteroidota	LTPC3Feb	0.521546904	LT	PC3	Feb	PC	2	
658	Crenarchaeota	LTPC1Feb	0.00046309	LT	PC1	Feb	PC	2	0.000902367
735	Crenarchaeota	LTPC3Feb	0.001341643	LT	PC3	Feb	PC	2	
651	Cyanobacteria	LTPC1Feb	0.002145944	LT	PC1	Feb	PC	2	0.001072972
728	Cyanobacteria	LTPC3Feb	0	LT	PC3	Feb	PC	2	
659	Marinimicrobia_(SAR406_clade)	LTPC1Feb	9.26E-05	LT	PC1	Feb	PC	2	4.6309E-05
736	Marinimicrobia_(SAR406_clade)	LTPC3Feb	0	LT	PC3	Feb	PC	2	
660	others	LTPC1Feb	0.001060898	LT	PC1	Feb	PC	2	0.000530449
737	others	LTPC3Feb	0	LT	PC3	Feb	PC	2	
655	Planctomycetota	LTPC1Feb	0.000780638	LT	PC1	Feb	PC	2	0.000441921
732	Planctomycetota	LTPC3Feb	0.000103203	LT	PC3	Feb	PC	2	
652	Proteobacteria	LTPC1Feb	0.499507969	LT	PC1	Feb	PC	2	0.438503318
729	Proteobacteria	LTPC3Feb	0.377498667	LT	PC3	Feb	PC	2	
657	SAR324_clade(Marine_group_B)	LTPC1Feb	0	LT	PC1	Feb	PC	2	0
734	SAR324_clade(Marine_group_B)	LTPC3Feb	0	LT	PC3	Feb	PC	2	
653	Thermoplasmatota	LTPC1Feb	0.043093121	LT	PC1	Feb	PC	2	0.058133564
730	Thermoplasmatota	LTPC3Feb	0.073174007	LT	PC3	Feb	PC	2	
656	Verrucomicrobiota	LTPC1Feb	0.042531321	LT	PC1	Feb	PC	2	0.033758657
733	Verrucomicrobiota	LTPC3Feb	0.024985994	LT	PC3	Feb	PC	2	
764	Actinobacteriota	SKSha1Feb	0.005953588	SK	Sha1	Feb	Sha	2	0.006021448
775	Actinobacteriota	SKSha2Feb	0.003579229	SK	Sha2	Feb	Sha	2	
786	Actinobacteriota	SKSha3Feb	0.008531528	SK	Sha3	Feb	Sha	2	
760	Bacteroidota	SKSha1Feb	0.478505911	SK	Sha1	Feb	Sha	2	0.383061544
771	Bacteroidota	SKSha2Feb	0.357030478	SK	Sha2	Feb	Sha	2	
782	Bacteroidota	SKSha3Feb	0.313648242	SK	Sha3	Feb	Sha	2	
768	Crenarchaeota	SKSha1Feb	0.000562885	SK	Sha1	Feb	Sha	2	0.000187628
779	Crenarchaeota	SKSha2Feb	0	SK	Sha2	Feb	Sha	2	
790	Crenarchaeota	SKSha3Feb	0	SK	Sha3	Feb	Sha	2	
761	Cyanobacteria	SKSha1Feb	0	SK	Sha1	Feb	Sha	2	0
772	Cyanobacteria	SKSha2Feb	0	SK	Sha2	Feb	Sha	2	
783	Cyanobacteria	SKSha3Feb	0	SK	Sha3	Feb	Sha	2	
769	Marinimicrobia_(SAR406_clade)	SKSha1Feb	0.000281442	SK	Sha1	Feb	Sha	2	0.000542462
780	Marinimicrobia_(SAR406_clade)	SKSha2Feb	0.000410559	SK	Sha2	Feb	Sha	2	
791	Marinimicrobia_(SAR406_clade)	SKSha3Feb	0.000935384	SK	Sha3	Feb	Sha	2	
770	others	SKSha1Feb	0.001856425	SK	Sha1	Feb	Sha	2	0.001294287
781	others	SKSha2Feb	0.00065168	SK	Sha2	Feb	Sha	2	
792	others	SKSha3Feb	0.001374757	SK	Sha3	Feb	Sha	2	
765	Planctomycetota	SKSha1Feb	0.021066115	SK	Sha1	Feb	Sha	2	0.011954461
776	Planctomycetota	SKSha2Feb	0.007476454	SK	Sha2	Feb	Sha	2	
787	Planctomycetota	SKSha3Feb	0.007320815	SK	Sha3	Feb	Sha	2	
762	Proteobacteria	SKSha1Feb	0.450223367	SK	Sha1	Feb	Sha	2	0.538644552
773	Proteobacteria	SKSha2Feb	0.568844077	SK	Sha2	Feb	Sha	2	
784	Proteobacteria	SKSha3Feb	0.596866213	SK	Sha3	Feb	Sha	2	
767	SAR324_clade(Marine_group_B)	SKSha1Feb	0.001829375	SK	Sha1	Feb	Sha	2	0.001199594
778	SAR324_clade(Marine_group_B)	SKSha2Feb	0.001368529	SK	Sha2	Feb	Sha	2	
789	SAR324_clade(Marine_group_B)	SKSha3Feb	0.000400879	SK	Sha3	Feb	Sha	2	
763	Thermoplasmatota	SKSha1Feb	0.025212541	SK	Sha1	Feb	Sha	2	0.018917024
774	Thermoplasmatota	SKSha2Feb	0.003421322	SK	Sha2	Feb	Sha	2	
785	Thermoplasmatota	SKSha3Feb	0.02811721	SK	Sha3	Feb	Sha	2	
766	Verrucomicrobiota	SKSha1Feb	0.014508352	SK	Sha1	Feb	Sha	2	0.038176999
777	Verrucomicrobiota	SKSha2Feb	0.057217674	SK	Sha2	Feb	Sha	2	
788	Verrucomicrobiota	SKSha3Feb	0.042804972	SK	Sha3	Feb	Sha	2	
137	Actinobacteriota	HKSta1Feb	0.012291162	HK	Sta1	Feb	Sta	2	0.009242009
170	Actinobacteriota	HKSta2Feb	0.009313796	HK	Sta2	Feb	Sta	2	
214	Actinobacteriota	HKSta3Feb	0.006121069	HK	Sta3	Feb	Sta	2	
133	Bacteroidota	HKSta1Feb	0.599801215	HK	Sta1	Feb	Sta	2	0.666165295
166	Bacteroidota	HKSta2Feb	0.624480644	HK	Sta2	Feb	Sta	2	
210	Bacteroidota	HKSta3Feb	0.774214027	HK	Sta3	Feb	Sta	2	
141	Crenarchaeota	HKSta1Feb	0.002478959	HK	Sta1	Feb	Sta	2	0.001268816
174	Crenarchaeota	HKSta2Feb	0.000665609	HK	Sta2	Feb	Sta	2	
218	Crenarchaeota	HKSta3Feb	0.00066188	HK	Sta3	Feb	Sta	2	
134	Cyanobacteria	HKSta1Feb	0.022387255	HK	Sta1	Feb	Sta	2	0.008863409
167	Cyanobacteria	HKSta2Feb	0.001919054	HK	Sta2	Feb	Sta	2	
211	Cyanobacteria	HKSta3Feb	0.002283919	HK	Sta3	Feb	Sta	2	
142	Marinimicrobia_(SAR406_clade)	HKSta1Feb	0.001832274	HK	Sta1	Feb	Sta	2	0.001465298
175	Marinimicrobia_(SAR406_clade)	HKSta2Feb	0.00190174	HK	Sta2	Feb	Sta	2	
219	Marinimicrobia_(SAR406_clade)	HKSta3Feb	0.00066188	HK	Sta3	Feb	Sta	2	
143	others	HKSta1Feb	0.001745255	HK	Sta1	Feb	Sta	2	0.001391921
176	others	HKSta2Feb	0.000965782	HK	Sta2	Feb	Sta	2	
220	others	HKSta3Feb	0.001464725	HK	Sta3	Feb	Sta	2	
138	Planctomycetota	HKSta1Feb	0.011609606	HK	Sta1	Feb	Sta	2	0.00901211
171	Planctomycetota	HKSta2Feb	0.006615049	HK	Sta2	Feb	Sta	2	
215	Planctomycetota	HKSta3Feb	0.008811676	HK	Sta3	Feb	Sta	2	
135	Proteobacteria	HKSta1Feb	0.185810069	HK	Sta1	Feb	Sta	2	0.177831795
168	Proteobacteria	HKSta2Feb	0.216017587	HK	Sta2	Feb	Sta	2	
212	Proteobacteria	HKSta3Feb	0.131667729	HK	Sta3	Feb	Sta	2	
140	SAR324_clade(Marine_group_B)	HKSta1Feb	0.000323343	HK	Sta1	Feb	Sta	2	0.0002976
173	SAR324_clade(Marine_group_B)	HKSta2Feb	0.000380348	HK	Sta2	Feb	Sta	2	
217	SAR324_clade(Marine_group_B)	HKSta3Feb	0.000189108	HK	Sta3	Feb	Sta	2	
136	Thermoplasmatota	HKSta1Feb	0.154593658	HK	Sta1	Feb	Sta	2	0.115476453
169	Thermoplasmatota	HKSta2Feb	0.127670144	HK	Sta2	Feb	Sta	2	
213	Thermoplasmatota	HKSta3Feb	0.064165556	HK	Sta3	Feb	Sta	2	
139	Verrucomicrobiota	HKSta1Feb	0.007127204	HK	Sta1	Feb	Sta	2	0.008985295
172	Verrucomicrobiota	HKSta2Feb	0.010070248	HK	Sta2	Feb	Sta	2	
216	Verrucomicrobiota	HKSta3Feb	0.009758432	HK	Sta3	Feb	Sta	2	
258	Actinobacteriota	HKSW1Feb	0.006042061	HK	SW1	Feb	SW	2	0.006947057
302	Actinobacteriota	HKSW2Feb	0.007178347	HK	SW2	Feb	SW	2	
346	Actinobacteriota	HKSW3Feb	0.007620761	HK	SW3	Feb	SW	2	
254	Bacteroidota	HKSW1Feb	0.525686725	HK	SW1	Feb	SW	2	0.563268188
298	Bacteroidota	HKSW2Feb	0.622919845	HK	SW2	Feb	SW	2	
342	Bacteroidota	HKSW3Feb	0.541197993	HK	SW3	Feb	SW	2	
262	Crenarchaeota	HKSW1Feb	0.001791584	HK	SW1	Feb	SW	2	0.001201212
306	Crenarchaeota	HKSW2Feb	0.001312274	HK	SW2	Feb	SW	2	
350	Crenarchaeota	HKSW3Feb	0.000499779	HK	SW3	Feb	SW	2	
255	Cyanobacteria	HKSW1Feb	0.000546631	HK	SW1	Feb	SW	2	0.001355275
299	Cyanobacteria	HKSW2Feb	0.000815077	HK	SW2	Feb	SW	2	
343	Cyanobacteria	HKSW3Feb	0.002704116	HK	SW3	Feb	SW	2	
263	Marinimicrobia_(SAR406_clade)	HKSW1Feb	0.000754351	HK	SW1	Feb	SW	2	0.001201097
307	Marinimicrobia_(SAR406_clade)	HKSW2Feb	0.000749871	HK	SW2	Feb	SW	2	
351	Marinimicrobia_(SAR406_clade)	HKSW3Feb	0.00209907	HK	SW3	Feb	SW	2	
264	others	HKSW1Feb	0.001177388	HK	SW1	Feb	SW	2	0.000783862
308	others	HKSW2Feb	0.000671895	HK	SW2	Feb	SW	2	
352	others	HKSW3Feb	0.000502303	HK	SW3	Feb	SW	2	
259	Planctomycetota	HKSW1Feb	0.006508947	HK	SW1	Feb	SW	2	0.007241189
303	Planctomycetota	HKSW2Feb	0.009014857	HK	SW2	Feb	SW	2	
347	Planctomycetota	HKSW3Feb	0.006199764	HK	SW3	Feb	SW	2	
256	Proteobacteria	HKSW1Feb	0.26596588	HK	SW1	Feb	SW	2	0.271922024
300	Proteobacteria	HKSW2Feb	0.209804325	HK	SW2	Feb	SW	2	
344	Proteobacteria	HKSW3Feb	0.339995868	HK	SW3	Feb	SW	2	
261	SAR324_clade(Marine_group_B)	HKSW1Feb	0.000377175	HK	SW1	Feb	SW	2	0.000188214
305	SAR324_clade(Marine_group_B)	HKSW2Feb	0.000187468	HK	SW2	Feb	SW	2	
349	SAR324_clade(Marine_group_B)	HKSW3Feb	0	HK	SW3	Feb	SW	2	
257	Thermoplasmatota	HKSW1Feb	0.181937408	HK	SW1	Feb	SW	2	0.134241513
301	Thermoplasmatota	HKSW2Feb	0.13922603	HK	SW2	Feb	SW	2	
345	Thermoplasmatota	HKSW3Feb	0.081561099	HK	SW3	Feb	SW	2	
260	Verrucomicrobiota	HKSW1Feb	0.009211849	HK	SW1	Feb	SW	2	0.011650368
304	Verrucomicrobiota	HKSW2Feb	0.00812001	HK	SW2	Feb	SW	2	
348	Verrucomicrobiota	HKSW3Feb	0.017619246	HK	SW3	Feb	SW	2	
27	Actinobacteriota	HKBea1May	0.056452632	HK	Bea1	May	Bea	5	0.045197725
71	Actinobacteriota	HKBea2May	0.069485939	HK	Bea2	May	Bea	5	
115	Actinobacteriota	HKBea3May	0.009654604	HK	Bea3	May	Bea	5	
23	Bacteroidota	HKBea1May	0.130647458	HK	Bea1	May	Bea	5	0.143462651
67	Bacteroidota	HKBea2May	0.114011792	HK	Bea2	May	Bea	5	
111	Bacteroidota	HKBea3May	0.185728702	HK	Bea3	May	Bea	5	
31	Crenarchaeota	HKBea1May	0.000736802	HK	Bea1	May	Bea	5	0.001435167
75	Crenarchaeota	HKBea2May	0.000524232	HK	Bea2	May	Bea	5	
119	Crenarchaeota	HKBea3May	0.003044468	HK	Bea3	May	Bea	5	
