id	PhylumID	SampleID	Abundance	Region	Site	Season	Site2	Month	Site2avgrela
57	Suberitida	HKBea2Feb	0.109710222	HK	Bea2	Feb	Bea	2	
101	Suberitida	HKBea3Feb	0.095226892	HK	Bea3	Feb	Bea	2	
17	Tethyida	HKBea1Feb	0.004583652	HK	Bea1	Feb	Bea	2	0.006369766
61	Tethyida	HKBea2Feb	0.003673661	HK	Bea2	Feb	Bea	2	
105	Tethyida	HKBea3Feb	0.010851984	HK	Bea3	Feb	Bea	2	
147	Actiniaria	HKSta1Feb	0.042696696	HK	Sta1	Feb	Sta	2	0.057954442
191	Actiniaria	HKSta2Feb	0.067589457	HK	Sta2	Feb	Sta	2	
235	Actiniaria	HKSta3Feb	0.063577173	HK	Sta3	Feb	Sta	2	
146	Balanomorpha	HKSta1Feb	0.022729974	HK	Sta1	Feb	Sta	2	0.222068653
190	Balanomorpha	HKSta2Feb	0.374554558	HK	Sta2	Feb	Sta	2	
234	Balanomorpha	HKSta3Feb	0.268921427	HK	Sta3	Feb	Sta	2	
152	Clionaida	HKSta1Feb	0.004932256	HK	Sta1	Feb	Sta	2	0.017411327
196	Clionaida	HKSta2Feb	0.036460021	HK	Sta2	Feb	Sta	2	
240	Clionaida	HKSta3Feb	0.010841705	HK	Sta3	Feb	Sta	2	
150	Dictyoceratida	HKSta1Feb	0.001693606	HK	Sta1	Feb	Sta	2	0.002803573
194	Dictyoceratida	HKSta2Feb	8.84E-05	HK	Sta2	Feb	Sta	2	
238	Dictyoceratida	HKSta3Feb	0.00662876	HK	Sta3	Feb	Sta	2	
154	others	HKSta1Feb	0.001961017	HK	Sta1	Feb	Sta	2	0.004600523
198	others	HKSta2Feb	0.008010602	HK	Sta2	Feb	Sta	2	
242	others	HKSta3Feb	0.00382995	HK	Sta3	Feb	Sta	2	
151	Poecilosclerida	HKSta1Feb	0.004694557	HK	Sta1	Feb	Sta	2	0.003597085
195	Poecilosclerida	HKSta2Feb	0.004977176	HK	Sta2	Feb	Sta	2	
239	Poecilosclerida	HKSta3Feb	0.001119524	HK	Sta3	Feb	Sta	2	
144	Scleractinia	HKSta1Feb	0.791032802	HK	Sta1	Feb	Sta	2	0.569366577
188	Scleractinia	HKSta2Feb	0.416433515	HK	Sta2	Feb	Sta	2	
232	Scleractinia	HKSta3Feb	0.500633415	HK	Sta3	Feb	Sta	2	
148	Semaeostomeae	HKSta1Feb	0.000326836	HK	Sta1	Feb	Sta	2	0.000383857
192	Semaeostomeae	HKSta2Feb	0.000500663	HK	Sta2	Feb	Sta	2	
236	Semaeostomeae	HKSta3Feb	0.000324073	HK	Sta3	Feb	Sta	2	
153	Siphonophorae	HKSta1Feb	0.097724031	HK	Sta1	Feb	Sta	2	0.04799019
197	Siphonophorae	HKSta2Feb	0.021145634	HK	Sta2	Feb	Sta	2	
241	Siphonophorae	HKSta3Feb	0.025100904	HK	Sta3	Feb	Sta	2	
145	Suberitida	HKSta1Feb	0.020887806	HK	Sta1	Feb	Sta	2	0.068449816
189	Suberitida	HKSta2Feb	0.068207922	HK	Sta2	Feb	Sta	2	
233	Suberitida	HKSta3Feb	0.116253719	HK	Sta3	Feb	Sta	2	
149	Tethyida	HKSta1Feb	0.011320418	HK	Sta1	Feb	Sta	2	0.005373956
193	Tethyida	HKSta2Feb	0.002032101	HK	Sta2	Feb	Sta	2	
237	Tethyida	HKSta3Feb	0.002769349	HK	Sta3	Feb	Sta	2	
279	Actiniaria	HKSW1Feb	0.003231397	HK	SW1	Feb	SW	2	0.008980203
323	Actiniaria	HKSW2Feb	0.018920586	HK	SW2	Feb	SW	2	
367	Actiniaria	HKSW3Feb	0.004788625	HK	SW3	Feb	SW	2	
278	Balanomorpha	HKSW1Feb	0.023765459	HK	SW1	Feb	SW	2	0.038593699
322	Balanomorpha	HKSW2Feb	0.060169815	HK	SW2	Feb	SW	2	
366	Balanomorpha	HKSW3Feb	0.031845824	HK	SW3	Feb	SW	2	
284	Clionaida	HKSW1Feb	0.000470021	HK	SW1	Feb	SW	2	0.005582088
328	Clionaida	HKSW2Feb	0.013514705	HK	SW2	Feb	SW	2	
372	Clionaida	HKSW3Feb	0.002761538	HK	SW3	Feb	SW	2	
282	Dictyoceratida	HKSW1Feb	0.000587527	HK	SW1	Feb	SW	2	0.000793226
326	Dictyoceratida	HKSW2Feb	0.001527749	HK	SW2	Feb	SW	2	
370	Dictyoceratida	HKSW3Feb	0.000264403	HK	SW3	Feb	SW	2	
286	others	HKSW1Feb	0.001821333	HK	SW1	Feb	SW	2	0.001723514
330	others	HKSW2Feb	0.001850927	HK	SW2	Feb	SW	2	
374	others	HKSW3Feb	0.001498281	HK	SW3	Feb	SW	2	
283	Poecilosclerida	HKSW1Feb	5.88E-05	HK	SW1	Feb	SW	2	0.000303583
327	Poecilosclerida	HKSW2Feb	0.000528836	HK	SW2	Feb	SW	2	
371	Poecilosclerida	HKSW3Feb	0.000323159	HK	SW3	Feb	SW	2	
276	Scleractinia	HKSW1Feb	0.869539673	HK	SW1	Feb	SW	2	0.813582344
320	Scleractinia	HKSW2Feb	0.663630755	HK	SW2	Feb	SW	2	
364	Scleractinia	HKSW3Feb	0.907576603	HK	SW3	Feb	SW	2	
280	Semaeostomeae	HKSW1Feb	0.001498193	HK	SW1	Feb	SW	2	0.00758972
324	Semaeostomeae	HKSW2Feb	0.02124159	HK	SW2	Feb	SW	2	
368	Semaeostomeae	HKSW3Feb	2.94E-05	HK	SW3	Feb	SW	2	
285	Siphonophorae	HKSW1Feb	0.048265327	HK	SW1	Feb	SW	2	0.020505192
329	Siphonophorae	HKSW2Feb	0.012603931	HK	SW2	Feb	SW	2	
373	Siphonophorae	HKSW3Feb	0.000646317	HK	SW3	Feb	SW	2	
277	Suberitida	HKSW1Feb	0.04230193	HK	SW1	Feb	SW	2	0.089821403
321	Suberitida	HKSW2Feb	0.18841261	HK	SW2	Feb	SW	2	
365	Suberitida	HKSW3Feb	0.038749669	HK	SW3	Feb	SW	2	
281	Tethyida	HKSW1Feb	0.008460386	HK	SW1	Feb	SW	2	0.012525028
325	Tethyida	HKSW2Feb	0.017598496	HK	SW2	Feb	SW	2	
369	Tethyida	HKSW3Feb	0.011516202	HK	SW3	Feb	SW	2	
411	Actiniaria	LTCC1Feb	0.325040483	LT	CC1	Feb	CC	2	0.220513056
455	Actiniaria	LTCC2Feb	0.187295986	LT	CC2	Feb	CC	2	
499	Actiniaria	LTCC3Feb	0.1492027	LT	CC3	Feb	CC	2	
410	Balanomorpha	LTCC1Feb	0.274311792	LT	CC1	Feb	CC	2	0.174701541
454	Balanomorpha	LTCC2Feb	0.157418027	LT	CC2	Feb	CC	2	
498	Balanomorpha	LTCC3Feb	0.092374805	LT	CC3	Feb	CC	2	
416	Clionaida	LTCC1Feb	0.044869719	LT	CC1	Feb	CC	2	0.026729331
460	Clionaida	LTCC2Feb	0.009704455	LT	CC2	Feb	CC	2	
504	Clionaida	LTCC3Feb	0.025613818	LT	CC3	Feb	CC	2	
414	Dictyoceratida	LTCC1Feb	0.00724275	LT	CC1	Feb	CC	2	0.007796624
458	Dictyoceratida	LTCC2Feb	0.002264373	LT	CC2	Feb	CC	2	
502	Dictyoceratida	LTCC3Feb	0.013882748	LT	CC3	Feb	CC	2	
418	others	LTCC1Feb	0.005505668	LT	CC1	Feb	CC	2	0.003669751
462	others	LTCC2Feb	0.003587708	LT	CC2	Feb	CC	2	
506	others	LTCC3Feb	0.001915878	LT	CC3	Feb	CC	2	
415	Poecilosclerida	LTCC1Feb	0.002443692	LT	CC1	Feb	CC	2	0.003592858
459	Poecilosclerida	LTCC2Feb	0.002852522	LT	CC2	Feb	CC	2	
503	Poecilosclerida	LTCC3Feb	0.005482359	LT	CC3	Feb	CC	2	
408	Scleractinia	LTCC1Feb	0.162108052	LT	CC1	Feb	CC	2	0.279414164
452	Scleractinia	LTCC2Feb	0.356241729	LT	CC2	Feb	CC	2	
496	Scleractinia	LTCC3Feb	0.319892711	LT	CC3	Feb	CC	2	
412	Semaeostomeae	LTCC1Feb	2.94E-05	LT	CC1	Feb	CC	2	2.94415E-05
456	Semaeostomeae	LTCC2Feb	2.94E-05	LT	CC2	Feb	CC	2	
500	Semaeostomeae	LTCC3Feb	2.95E-05	LT	CC3	Feb	CC	2	
417	Siphonophorae	LTCC1Feb	0.002738113	LT	CC1	Feb	CC	2	0.008957071
461	Siphonophorae	LTCC2Feb	0.003028966	LT	CC2	Feb	CC	2	
505	Siphonophorae	LTCC3Feb	0.021104135	LT	CC3	Feb	CC	2	
409	Suberitida	LTCC1Feb	0.174885912	LT	CC1	Feb	CC	2	0.270607852
453	Suberitida	LTCC2Feb	0.277135715	LT	CC2	Feb	CC	2	
497	Suberitida	LTCC3Feb	0.359801928	LT	CC3	Feb	CC	2	
413	Tethyida	LTCC1Feb	0.000824378	LT	CC1	Feb	CC	2	0.003988311
457	Tethyida	LTCC2Feb	0.000441112	LT	CC2	Feb	CC	2	
501	Tethyida	LTCC3Feb	0.010699443	LT	CC3	Feb	CC	2	
543	Actiniaria	LTCMW1Feb	0.044557264	LT	CMW1	Feb	CMW	2	0.048478805
587	Actiniaria	LTCMW2Feb	0.065387558	LT	CMW2	Feb	CMW	2	
631	Actiniaria	LTCMW3Feb	0.035491593	LT	CMW3	Feb	CMW	2	
542	Balanomorpha	LTCMW1Feb	0.165447215	LT	CMW1	Feb	CMW	2	0.17878232
586	Balanomorpha	LTCMW2Feb	0.161703255	LT	CMW2	Feb	CMW	2	
630	Balanomorpha	LTCMW3Feb	0.209196489	LT	CMW3	Feb	CMW	2	
548	Clionaida	LTCMW1Feb	0.007734807	LT	CMW1	Feb	CMW	2	0.011772051
592	Clionaida	LTCMW2Feb	0.011712083	LT	CMW2	Feb	CMW	2	
636	Clionaida	LTCMW3Feb	0.015869263	LT	CMW3	Feb	CMW	2	
546	Dictyoceratida	LTCMW1Feb	0.000328505	LT	CMW1	Feb	CMW	2	0.000375135
590	Dictyoceratida	LTCMW2Feb	0.000235419	LT	CMW2	Feb	CMW	2	
634	Dictyoceratida	LTCMW3Feb	0.000561482	LT	CMW3	Feb	CMW	2	
550	others	LTCMW1Feb	0.000866059	LT	CMW1	Feb	CMW	2	0.007783724
594	others	LTCMW2Feb	0.00088282	LT	CMW2	Feb	CMW	2	
638	others	LTCMW3Feb	0.021602293	LT	CMW3	Feb	CMW	2	
547	Poecilosclerida	LTCMW1Feb	0.007018068	LT	CMW1	Feb	CMW	2	0.007764158
591	Poecilosclerida	LTCMW2Feb	0.002030487	LT	CMW2	Feb	CMW	2	
635	Poecilosclerida	LTCMW3Feb	0.01424392	LT	CMW3	Feb	CMW	2	
540	Scleractinia	LTCMW1Feb	0.475526355	LT	CMW1	Feb	CMW	2	0.502051334
584	Scleractinia	LTCMW2Feb	0.493643694	LT	CMW2	Feb	CMW	2	
628	Scleractinia	LTCMW3Feb	0.536983953	LT	CMW3	Feb	CMW	2	
544	Semaeostomeae	LTCMW1Feb	0	LT	CMW1	Feb	CMW	2	0.010231819
588	Semaeostomeae	LTCMW2Feb	0.030045318	LT	CMW2	Feb	CMW	2	
632	Semaeostomeae	LTCMW3Feb	0.000650137	LT	CMW3	Feb	CMW	2	
549	Siphonophorae	LTCMW1Feb	0.002329401	LT	CMW1	Feb	CMW	2	0.001386622
593	Siphonophorae	LTCMW2Feb	0.000411983	LT	CMW2	Feb	CMW	2	
637	Siphonophorae	LTCMW3Feb	0.001418482	LT	CMW3	Feb	CMW	2	
541	Suberitida	LTCMW1Feb	0.286456622	LT	CMW1	Feb	CMW	2	0.215286093
585	Suberitida	LTCMW2Feb	0.218233182	LT	CMW2	Feb	CMW	2	
629	Suberitida	LTCMW3Feb	0.141168474	LT	CMW3	Feb	CMW	2	
545	Tethyida	LTCMW1Feb	0.009735703	LT	CMW1	Feb	CMW	2	0.016087939
589	Tethyida	LTCMW2Feb	0.015714202	LT	CMW2	Feb	CMW	2	
633	Tethyida	LTCMW3Feb	0.022813913	LT	CMW3	Feb	CMW	2	
675	Actiniaria	LTPC1Feb	0.171400732	LT	PC1	Feb	PC	2	0.105449969
752	Actiniaria	LTPC3Feb	0.039499206	LT	PC3	Feb	PC	2	
674	Balanomorpha	LTPC1Feb	0.110428723	LT	PC1	Feb	PC	2	0.118739313
751	Balanomorpha	LTPC3Feb	0.127049903	LT	PC3	Feb	PC	2	
680	Clionaida	LTPC1Feb	0.007381599	LT	PC1	Feb	PC	2	0.005498241
757	Clionaida	LTPC3Feb	0.003614883	LT	PC3	Feb	PC	2	
678	Dictyoceratida	LTPC1Feb	0.006200543	LT	PC1	Feb	PC	2	0.003247218
755	Dictyoceratida	LTPC3Feb	0.000293893	LT	PC3	Feb	PC	2	
682	others	LTPC1Feb	0.011220031	LT	PC1	Feb	PC	2	0.012692834
759	others	LTPC3Feb	0.014165638	LT	PC3	Feb	PC	2	
679	Poecilosclerida	LTPC1Feb	0.004694697	LT	PC1	Feb	PC	2	0.004419294
756	Poecilosclerida	LTPC3Feb	0.00414389	LT	PC3	Feb	PC	2	
672	Scleractinia	LTPC1Feb	0.314839967	LT	PC1	Feb	PC	2	0.412519025
749	Scleractinia	LTPC3Feb	0.510198084	LT	PC3	Feb	PC	2	
676	Semaeostomeae	LTPC1Feb	0.003247904	LT	PC1	Feb	PC	2	0.011924898
753	Semaeostomeae	LTPC3Feb	0.020601893	LT	PC3	Feb	PC	2	
681	Siphonophorae	LTPC1Feb	0.003867958	LT	PC1	Feb	PC	2	0.00209562
758	Siphonophorae	LTPC3Feb	0.000323282	LT	PC3	Feb	PC	2	
673	Suberitida	LTPC1Feb	0.358627613	LT	PC1	Feb	PC	2	0.317590419
750	Suberitida	LTPC3Feb	0.276553224	LT	PC3	Feb	PC	2	
677	Tethyida	LTPC1Feb	0.008090233	LT	PC1	Feb	PC	2	0.005823168
754	Tethyida	LTPC3Feb	0.003556104	LT	PC3	Feb	PC	2	
796	Actiniaria	SKBlu1Feb	0.006846497	SK	Blu1	Feb	Blu	2	0.004947926
840	Actiniaria	SKBlu2Feb	0.003822405	SK	Blu2	Feb	Blu	2	
884	Actiniaria	SKBlu3Feb	0.004174874	SK	Blu3	Feb	Blu	2	
795	Balanomorpha	SKBlu1Feb	0.023654208	SK	Blu1	Feb	Blu	2	0.063435666
839	Balanomorpha	SKBlu2Feb	0.120464569	SK	Blu2	Feb	Blu	2	
883	Balanomorpha	SKBlu3Feb	0.046188222	SK	Blu3	Feb	Blu	2	
801	Clionaida	SKBlu1Feb	0.000352609	SK	Blu1	Feb	Blu	2	0.000676185
845	Clionaida	SKBlu2Feb	0.00132314	SK	Blu2	Feb	Blu	2	
889	Clionaida	SKBlu3Feb	0.000352806	SK	Blu3	Feb	Blu	2	
799	Dictyoceratida	SKBlu1Feb	8.82E-05	SK	Blu1	Feb	Blu	2	0.000490012
843	Dictyoceratida	SKBlu2Feb	0.000676272	SK	Blu2	Feb	Blu	2	
887	Dictyoceratida	SKBlu3Feb	0.000705613	SK	Blu3	Feb	Blu	2	
803	others	SKBlu1Feb	0.000352609	SK	Blu1	Feb	Blu	2	0.002822578
847	others	SKBlu2Feb	0.006586298	SK	Blu2	Feb	Blu	2	
891	others	SKBlu3Feb	0.001528827	SK	Blu3	Feb	Blu	2	
800	Poecilosclerida	SKBlu1Feb	0.000293841	SK	Blu1	Feb	Blu	2	0.000568383
844	Poecilosclerida	SKBlu2Feb	0.0009409	SK	Blu2	Feb	Blu	2	
888	Poecilosclerida	SKBlu3Feb	0.000470408	SK	Blu3	Feb	Blu	2	
793	Scleractinia	SKBlu1Feb	0.131552656	SK	Blu1	Feb	Blu	2	0.367637603
837	Scleractinia	SKBlu2Feb	0.624286974	SK	Blu2	Feb	Blu	2	
881	Scleractinia	SKBlu3Feb	0.347073178	SK	Blu3	Feb	Blu	2	
797	Semaeostomeae	SKBlu1Feb	0.772478843	SK	Blu1	Feb	Blu	2	0.419032712
841	Semaeostomeae	SKBlu2Feb	0.118670979	SK	Blu2	Feb	Blu	2	
885	Semaeostomeae	SKBlu3Feb	0.365948314	SK	Blu3	Feb	Blu	2	
802	Siphonophorae	SKBlu1Feb	0	SK	Blu1	Feb	Blu	2	0.001215329
846	Siphonophorae	SKBlu2Feb	0.003645986	SK	Blu2	Feb	Blu	2	
890	Siphonophorae	SKBlu3Feb	0	SK	Blu3	Feb	Blu	2	
794	Suberitida	SKBlu1Feb	0.060531265	SK	Blu1	Feb	Blu	2	0.132480492
838	Suberitida	SKBlu2Feb	0.108997354	SK	Blu2	Feb	Blu	2	
882	Suberitida	SKBlu3Feb	0.227912857	SK	Blu3	Feb	Blu	2	
798	Tethyida	SKBlu1Feb	0.003849318	SK	Blu1	Feb	Blu	2	0.006693114
842	Tethyida	SKBlu2Feb	0.010585122	SK	Blu2	Feb	Blu	2	
886	Tethyida	SKBlu3Feb	0.0056449	SK	Blu3	Feb	Blu	2	
928	Actiniaria	SKLKW1Feb	0.006346035	SK	LKW1	Feb	LKW	2	0.005641531
972	Actiniaria	SKLKW2Feb	0.009019596	SK	LKW2	Feb	LKW	2	
1016	Actiniaria	SKLKW3Feb	0.001558961	SK	LKW3	Feb	LKW	2	
927	Balanomorpha	SKLKW1Feb	0.068278638	SK	LKW1	Feb	LKW	2	0.04792607
971	Balanomorpha	SKLKW2Feb	0.031025061	SK	LKW2	Feb	LKW	2	
1015	Balanomorpha	SKLKW3Feb	0.044474512	SK	LKW3	Feb	LKW	2	
933	Clionaida	SKLKW1Feb	0.002291624	SK	LKW1	Feb	LKW	2	0.001380989
977	Clionaida	SKLKW2Feb	0.001498369	SK	LKW2	Feb	LKW	2	
1021	Clionaida	SKLKW3Feb	0.000352972	SK	LKW3	Feb	LKW	2	
931	Dictyoceratida	SKLKW1Feb	0.000117519	SK	LKW1	Feb	LKW	2	0.000313615
975	Dictyoceratida	SKLKW2Feb	0.000235038	SK	LKW2	Feb	LKW	2	
1019	Dictyoceratida	SKLKW3Feb	0.000588287	SK	LKW3	Feb	LKW	2	
935	others	SKLKW1Feb	0.004759526	SK	LKW1	Feb	LKW	2	0.003085397
979	others	SKLKW2Feb	0.003173018	SK	LKW2	Feb	LKW	2	
1023	others	SKLKW3Feb	0.001323646	SK	LKW3	Feb	LKW	2	
932	Poecilosclerida	SKLKW1Feb	0.000323178	SK	LKW1	Feb	LKW	2	0.000656402
976	Poecilosclerida	SKLKW2Feb	0.000998913	SK	LKW2	Feb	LKW	2	
1020	Poecilosclerida	SKLKW3Feb	0.000647116	SK	LKW3	Feb	LKW	2	
925	Scleractinia	SKLKW1Feb	0.552780797	SK	LKW1	Feb	LKW	2	0.614611274
969	Scleractinia	SKLKW2Feb	0.626759115	SK	LKW2	Feb	LKW	2	
1013	Scleractinia	SKLKW3Feb	0.664293908	SK	LKW3	Feb	LKW	2	
929	Semaeostomeae	SKLKW1Feb	0.015688809	SK	LKW1	Feb	LKW	2	0.007826754
973	Semaeostomeae	SKLKW2Feb	0.00284984	SK	LKW2	Feb	LKW	2	
1017	Semaeostomeae	SKLKW3Feb	0.004941612	SK	LKW3	Feb	LKW	2	
934	Siphonophorae	SKLKW1Feb	0.001087052	SK	LKW1	Feb	LKW	2	0.000803416
978	Siphonophorae	SKLKW2Feb	0.000381937	SK	LKW2	Feb	LKW	2	
1022	Siphonophorae	SKLKW3Feb	0.00094126	SK	LKW3	Feb	LKW	2	
926	Suberitida	SKLKW1Feb	0.347856744	SK	LKW1	Feb	LKW	2	0.313667789
970	Suberitida	SKLKW2Feb	0.319857802	SK	LKW2	Feb	LKW	2	
1014	Suberitida	SKLKW3Feb	0.27328882	SK	LKW3	Feb	LKW	2	
930	Tethyida	SKLKW1Feb	0.000470077	SK	LKW1	Feb	LKW	2	0.004086764
974	Tethyida	SKLKW2Feb	0.00420131	SK	LKW2	Feb	LKW	2	
1018	Tethyida	SKLKW3Feb	0.007588905	SK	LKW3	Feb	LKW	2	
1060	Actiniaria	SKSha1Feb	0.000560356	SK	Sha1	Feb	Sha	2	0.001136867
1104	Actiniaria	SKSha2Feb	0.002292028	SK	Sha2	Feb	Sha	2	
1148	Actiniaria	SKSha3Feb	0.000558216	SK	Sha3	Feb	Sha	2	
1059	Balanomorpha	SKSha1Feb	0.007078184	SK	Sha1	Feb	Sha	2	0.014582723
1103	Balanomorpha	SKSha2Feb	0.022714584	SK	Sha2	Feb	Sha	2	
1147	Balanomorpha	SKSha3Feb	0.013955401	SK	Sha3	Feb	Sha	2	
1065	Clionaida	SKSha1Feb	0.001297667	SK	Sha1	Feb	Sha	2	0.006612962
1109	Clionaida	SKSha2Feb	0.014574946	SK	Sha2	Feb	Sha	2	
1153	Clionaida	SKSha3Feb	0.003966272	SK	Sha3	Feb	Sha	2	
1063	Dictyoceratida	SKSha1Feb	0.019789424	SK	Sha1	Feb	Sha	2	0.007027416
1107	Dictyoceratida	SKSha2Feb	0.000646469	SK	Sha2	Feb	Sha	2	
1151	Dictyoceratida	SKSha3Feb	0.000646355	SK	Sha3	Feb	Sha	2	
1067	others	SKSha1Feb	0.01126611	SK	Sha1	Feb	Sha	2	0.028221
1111	others	SKSha2Feb	0.034997502	SK	Sha2	Feb	Sha	2	
1155	others	SKSha3Feb	0.038399389	SK	Sha3	Feb	Sha	2	
1064	Poecilosclerida	SKSha1Feb	0.000235939	SK	Sha1	Feb	Sha	2	0.000548754
1108	Poecilosclerida	SKSha2Feb	0.00052893	SK	Sha2	Feb	Sha	2	
1152	Poecilosclerida	SKSha3Feb	0.000881394	SK	Sha3	Feb	Sha	2	
1057	Scleractinia	SKSha1Feb	0.583212906	SK	Sha1	Feb	Sha	2	0.615885198
1101	Scleractinia	SKSha2Feb	0.639299462	SK	Sha2	Feb	Sha	2	
1145	Scleractinia	SKSha3Feb	0.625143226	SK	Sha3	Feb	Sha	2	
1061	Semaeostomeae	SKSha1Feb	2.95E-05	SK	Sha1	Feb	Sha	2	0.000313427
1105	Semaeostomeae	SKSha2Feb	8.82E-05	SK	Sha2	Feb	Sha	2	
1149	Semaeostomeae	SKSha3Feb	0.000822634	SK	Sha3	Feb	Sha	2	
1066	Siphonophorae	SKSha1Feb	0.001386144	SK	Sha1	Feb	Sha	2	0.000863581
1110	Siphonophorae	SKSha2Feb	0.000146925	SK	Sha2	Feb	Sha	2	
1154	Siphonophorae	SKSha3Feb	0.001057673	SK	Sha3	Feb	Sha	2	
1058	Suberitida	SKSha1Feb	0.090010912	SK	Sha1	Feb	Sha	2	0.206511893
1102	Suberitida	SKSha2Feb	0.239076136	SK	Sha2	Feb	Sha	2	
1146	Suberitida	SKSha3Feb	0.290448629	SK	Sha3	Feb	Sha	2	
1062	Tethyida	SKSha1Feb	0.285132863	SK	Sha1	Feb	Sha	2	0.118296178
1106	Tethyida	SKSha2Feb	0.045634862	SK	Sha2	Feb	Sha	2	
1150	Tethyida	SKSha3Feb	0.02412081	SK	Sha3	Feb	Sha	2	
26	Actiniaria	HKBea1May	0.011700376	HK	Bea1	May	Bea	5	0.018404537
70	Actiniaria	HKBea2May	0.002385721	HK	Bea2	May	Bea	5	
114	Actiniaria	HKBea3May	0.041127514	HK	Bea3	May	Bea	5	
25	Balanomorpha	HKBea1May	0.004997648	HK	Bea1	May	Bea	5	0.003940855
69	Balanomorpha	HKBea2May	0.006126296	HK	Bea2	May	Bea	5	
113	Balanomorpha	HKBea3May	0.000698621	HK	Bea3	May	Bea	5	
31	Clionaida	HKBea1May	0.002734008	HK	Bea1	May	Bea	5	0.003789846
75	Clionaida	HKBea2May	0.003593308	HK	Bea2	May	Bea	5	
119	Clionaida	HKBea3May	0.005042221	HK	Bea3	May	Bea	5	
29	Dictyoceratida	HKBea1May	0.081432267	HK	Bea1	May	Bea	5	0.068619528
73	Dictyoceratida	HKBea2May	0.053045476	HK	Bea2	May	Bea	5	
117	Dictyoceratida	HKBea3May	0.07138084	HK	Bea3	May	Bea	5	
33	others	HKBea1May	0.0042627	HK	Bea1	May	Bea	5	0.00495752
77	others	HKBea2May	0.004565269	HK	Bea2	May	Bea	5	
121	others	HKBea3May	0.00604459	HK	Bea3	May	Bea	5	
30	Poecilosclerida	HKBea1May	0.000529163	HK	Bea1	May	Bea	5	0.001051717
74	Poecilosclerida	HKBea2May	0.001502121	HK	Bea2	May	Bea	5	
118	Poecilosclerida	HKBea3May	0.001123869	HK	Bea3	May	Bea	5	
23	Scleractinia	HKBea1May	0.444731891	HK	Bea1	May	Bea	5	0.341813213
67	Scleractinia	HKBea2May	0.447514138	HK	Bea2	May	Bea	5	
111	Scleractinia	HKBea3May	0.133193609	HK	Bea3	May	Bea	5	
27	Semaeostomeae	HKBea1May	0.00099953	HK	Bea1	May	Bea	5	0.002700491
71	Semaeostomeae	HKBea2May	0.006980443	HK	Bea2	May	Bea	5	
115	Semaeostomeae	HKBea3May	0.000121499	HK	Bea3	May	Bea	5	
32	Siphonophorae	HKBea1May	0.001528692	HK	Bea1	May	Bea	5	0.000651313
76	Siphonophorae	HKBea2May	0	HK	Bea2	May	Bea	5	
120	Siphonophorae	HKBea3May	0.000425248	HK	Bea3	May	Bea	5	
24	Suberitida	HKBea1May	0.174359125	HK	Bea1	May	Bea	5	0.132904947
